depth,Year ,BPice,calB,Piceerr,ca,lBPgas,ca,
1801.8,142395,0,2800.69,138232,0,2731.8,9 0.0118,0.3663  51.87
1803.45,142776,0,2748.06,138589,0,2741.6,1 0.0129,0.3653  52.13
1805.1,143127,0,2742.56,138932,0,2729.2,5 0.0122,0.3647  52.35
1806.75,143497,0,2775.44,139274,0,2779.8,8 0.0129,0.3639  52.56
1808.4,143849,0,2851.61,139621,0,2760.6,3 0.0124,0.3631  51.42
1810.05,144215,0,2868.79,140081,0,2749.2,4 0.0125,0.3624  51.65
1811.7,144578,0,2861.74,140429,0,2813.6,1 0.0133,0.3619  52.61
1813.35,144920,0,2886.58,140724,0,2806,2 0.0132,0.3612  52.78
1815,145267,0,2912.38,141093,0,2818.5,3 0.0132,0.3605  53.01
1816.65,145614,0,2961.49,141459,0,2766.7,9 0.0136,0.3600  53.45
1818.3,145952,0,3065.03,141797,0,2818.7,1 0.0129,0.3591  53.07
1819.95,146308,0,3076.16,142195,0,2879.3,0 0.0133,0.3585  53.05
1821.6,146653,0,3075.45,142576,0,2729.5,8 0.0137,0.3577  53.01
1823.25,146991,0,3115.99,142954,0,2764.5,7 0.0149,0.3573  53.22
1824.9,147300,0,3129.16,143303,0,2720,5 0.0143,0.3566  52.98
1826.55,147624,0,3224.27,143690,0,2830.8,6 0.0139,0.3559  52.92
1828.2,147958,0,3340.52,144063,0,2879.6,4 0.0131,0.3557  52.79
1829.85,148311,0,3352.66,144440,0,2852.6,9 0.0140,0.3552  53.39
1831.5,148642,0,3395.94,144752,0,2873.1,3 0.0146,0.3548  53.38
1833.15,148961,0,3445.98,145101,0,2900.9,7 0.0145,0.3541  52.46
1834.8,149283,0,3467.54,145524,0,2930,7 0.0140,0.3537  51.96
1836.45,149618,0,3508.58,145905,0,3063.3,1 0.0139,0.3533  51.98
1838.1,149954,0,3505.73,146261,0,3076.4,3 0.0141,0.3527  51.60
1839.75,150287,0,3521.37,146643,0,3074.1,9 0.0152,0.3522  51.47
1841.4,150595,0,3557.26,146996,0,3116.5,7 0.0156,0.3519  50.50
1843.05,150896,0,3583.51,147375,0,3132.2,5 0.0155,0.3511  52.31
1844.7,151200,0,3664.81,147582,0,3208.9,1 0.0149,0.3507  51.94
1846.35,151515,0,3703.95,147944,0,3340.4,5 0.0148,0.3501  52.97
1848,151833,0,3719.64,148227,0,3341.9,4 0.0149,0.3494  52.43
1849.65,152150,0,3739.24,148608,0,3390.5,5 0.0148,0.3488  50.88
1851.3,152470,0,3786.03,149039,0,3458.2,7 0.0146,0.3484  51.43
1852.95,152795,0,3782.62,149330,0,3469.3,2 0.0145,0.3478  52.94
1854.6,153123,0,3801.53,149564,0,3509.4,5 0.0149,0.3469  52.91
1856.25,153443,0,3817.84,149912,0,3503.7,5 0.0149,0.3463  51.84
1857.9,153762,0,3875.75,150324,0,3523.1,3 0.0149,0.3456  52.02
1859.55,154082,0,3844.45,150626,0,3561.1,5 0.0139,0.3450  52.01
1861.2,154426,0,3885.87,150934,0,3586.6,0 0.0143,0.3444  53.32
1862.85,154762,0,3847.06,151161,0,3658.9,6 0.0131,0.3437  54.05
1864.5,155130,0,3832.62,151433,0,3700.1,2 0.0138,0.3431  54.03
1866.15,155479,0,3802.28,151759,0,3715.4,8 0.0128,0.3426  53.28
1867.8,155855,0,3754.74,152131,0,3736.3,9 0.0129,0.3420  53.08
1869.45,156230,0,3710.88,152470,0,3786,4 0.0131,0.3415  53.15
1871.1,156600,0,3701.49,152795,0,3782.6,2 0.0134,0.3409  53.06
1872.75,156961,0,3734.69,153135,0,3802.2,0 0.0120,0.3403  52.73
1874.4,157365,0,3722.6,153482,0,3819.8,3 0.0124,0.3398  52.77
1876.05,157756,0,3707.38,153805,0,3884.2,3 0.0128,0.3392  53.27
1877.7,158135,0,3681.49,154098,0,3842.1,3 0.0128,0.3386  52.71
1879.35,158517,0,3703.3,154488,0,3894.1,2 0.0132,0.3380  52.22
1881,158888,0,3711.2,154874,0,3827.9,5 0.0132,0.3373  52.01
1882.65,159259,0,3605.1,155258,0,3834.9,6 0.0152,0.3367  51.74
1884.3,159580,0,3589.96,155646,0,3777.7,3 0.0148,0.3360  51.01
1885.95,159913,0,3493.62,156085,0,3729.4,9 0.0157,0.3354  51.18
1887.6,160226,0,3441.99,156451,0,3682.5,3 0.0163,0.3348  50.34
1889.25,160528,0,3449.1,156883,0,3737.5,5 0.0163,0.3343  50.59
1890.9,160831,0,3480.21,157265,0,3723.5,4 0.0152,0.3336  50.80
1892.55,161156,0,3499.02,157650,0,3719.9,2 0.0151,0.3330  50.97
1894.2,161484,0,3504.06,158027,0,3675.3,0 0.0143,0.3323  48.64
1895.85,161832,0,3522.38,158592,0,3707.5,9 0.0143,0.3317  50.02
1897.5,162179,0,3524.01,158868,0,3717.9,4 0.0138,0.3310  50.66
1899.15,162541,0,3455.21,159199,0,3607.2,1 0.0136,0.3301  50.18
1900.8,162910,0,3352.07,159567,0,3594.1,5 0.0149,0.3296  51.36
1902.45,163245,0,3285.32,159827,0,3508.9,6 0.0158,0.3289  50.49
1904.1,163563,0,3269.51,160206,0,3441.5,3 0.0160,0.3281  49.82
1905.75,163878,0,3251.08,160556,0,3449.7,7 0.0159,0.3274  52.33
1907.4,164194,0,3220.81,160714,0,3480.9,2 0.0156,0.3269  54.57
1909.05,164519,0,3212.76,160893,0,3479.8,4 0.0151,0.3262  54.65
1910.7,164853,0,3177.13,161221,0,3503.7,0 0.0140,0.3255  53.76
1912.35,165215,0,3154.24,161621,0,3504.2,6 0.0137,0.3248  53.44
1914,165587,0,3106.29,161999,0,3536.7,2 0.0122,0.3242  53.51
1915.65,166003,0,3023.5,162356,0,3511.5,6 0.0128,0.3237  52.70
1917.3,166403,0,2963.18,162785,0,3381.2,1 0.0126,0.3227  52.09
1918.95,166808,0,2972.19,163182,0,3288.3,9 0.0129,0.3222  51.34
1920.6,167205,0,2993.71,163555,0,3270.2,8 0.0127,0.3216  53.62
1922.25,167608,0,3016.12,163736,0,3253.3,5 0.0126,0.3211  54.82
1923.9,168016,0,3003.04,163983,0,3249.4,1 0.0132,0.3204  55.88
1925.55,168407,0,3021.81,164243,0,3214.2,0 0.0126,0.3199  55.28
1927.2,168817,0,3020.19,164614,0,3212.2,7 0.0136,0.3195  55.13
1928.85,169196,0,3081.41,164970,0,3159.8,2 0.0143,0.3187  55.02
1930.5,169559,0,3110.69,165354,0,3151,9 0.0138,0.3182  53.30
1932.15,169936,0,3012.82,165887,0,3048.6,1 0.0152,0.3176  53.37
1933.8,170277,0,2968.24,166294,0,2960.7,6 0.0151,0.3173  51.39
1935.45,170622,0,2971.19,166854,0,2973.2,2 0.0145,0.3168  52.48
1937.1,170981,0,2972.48,167175,0,2992,1 0.0148,0.3160  52.32
1938.75,171335,0,3013.92,167600,0,3016.4,0 0.0145,0.3155  52.40
1940.4,171697,0,3068.16,168008,0,3002.6,3 0.0140,0.3150  52.61
1942.05,172071,0,3113.76,168389,0,3021.8,8 0.0137,0.3143  52.43
1943.7,172453,0,3143.01,168822,0,3020.1,8 0.0130,0.3138  52.34
1945.35,172857,0,3124.72,169214,0,3084.2,4 0.0132,0.3132  51.92
1947,173256,0,3033.71,169614,0,3114.9,2 0.0126,0.3128  53.28
1948.65,173674,0,2893.3,169898,0,3018.8,9 0.0131,0.3122  53.73
1950.3,174079,0,2799.46,170220,0,2967.4,9 0.0152,0.3117  53.29
1951.95,174427,0,2793.83,170599,0,2972.5,5 0.0159,0.3113  55.13
1953.6,174760,0,2863.21,170837,0,2958.3,3 0.0153,0.3108  54.90
1955.25,175108,0,2960.41,171215,0,2995.4,1 0.0142,0.3101  53.97
1956.9,175483,0,2867.08,171644,0,3061.7,0 0.0136,0.3098  53.65
1958.55,175874,0,2794.54,172044,0,3111.1,0 0.0138,0.3097  54.09
1960.2,176260,0,2694.99,172395,0,3145.6,4 0.0131,0.3094  53.34
1961.85,176667,0,2605.7,172856,0,3124.8,2 0.0136,0.3088  52.84
1963.5,177060,0,2544.14,173302,0,3023.2,3 0.0139,0.3088  51.87
1965.15,177444,0,2495.79,173793,0,2851.8,5 0.0146,0.3084  51.73
1966.8,177809,0,2502.82,174194,0,2778.3,0 0.0145,0.3081  50.71
1968.45,178179,0,2552.88,174603,0,2805.5,8 0.0146,0.3079  51.32
1970.1,178545,0,2643.58,174908,0,2917.2,3 0.0134,0.3075  53.19
1971.75,178946,0,2666.81,175141,0,2967.5,9 0.0140,0.3071  53.38
1973.4,179331,0,2637.92,175508,0,2859.5,9 0.0146,0.3067  52.30
1975.05,179700,0,2568.89,175981,0,2775.4,4 0.0162,0.3063  51.18
1976.7,180033,0,2533.57,176463,0,2636.4,3 0.0176,0.3059  50.17
1978.35,180340,0,2570.98,176942,0,2564.2,3 0.0169,0.3053  49.92
1980,180660,0,2561.9,177352,0,2494.4,2 0.0188,0.3051  49.47
1981.65,180947,0,2574.18,177755,0,2500.4,5 0.0182,0.3049  50.35
1983.3,181244,0,2610.88,178067,0,2513.9,9 0.0178,0.3046  50.86
1984.95,181549,0,2666.24,178402,0,2630.5,1 0.0171,0.3044  51.23
1986.6,181866,0,2698.75,178765,0,2663.7,5 0.0157,0.3041  51.10
1988.25,182211,0,2665.86,179170,0,2670.5,9 0.0150,0.3038  50.41
1989.9,182573,0,2628.72,179596,0,2584,5 0.0159,0.3035  49.62
1991.55,182915,0,2639.23,179991,0,2526.5,5 0.0158,0.3030  49.89
1993.2,183260,0,2692.08,180290,0,2576.1,2 0.0150,0.3026  50.98
1994.85,183623,0,2656.24,180549,0,2549.5,4 0.0155,0.3021  53.71
1996.5,183977,0,2643.35,180708,0,2567.1,6 0.0155,0.3016  53.09
1998.15,184330,0,2654.26,181035,0,2576.7,4 0.0151,0.3011  52.61
1999.8,184693,0,2639.54,181366,0,2630.7,5 0.0148,0.3006  53.79
2001.45,185065,0,2595.12,181612,0,2678.5,3 0.0154,0.3003  52.80
2003.1,185421,0,2592.07,182001,0,2709.4,6 0.0151,0.2999  52.52
2004.75,185784,0,2561.44,182375,0,2631.7,7 0.0150,0.2999  50.86
2006.4,186152,0,2522.28,182832,0,2624.7,4 0.0146,0.2998  49.95
2008.05,186528,0,2494.53,183234,0,2694.9,1 0.0148,0.2996  51.33
2009.7,186900,0,2460.37,183507,0,2665.1,0 0.0145,0.2994  51.52
2011.35,187281,0,2469.6,183854,0,2638.6,4 0.0151,0.2990  50.95
2013,187645,0,2508.36,184248,0,2653.7,7 0.0153,0.2985  51.39
2014.65,188006,0,2551.68,184586,0,2655.7,8 0.0152,0.2980  50.97
2016.3,188370,0,2556.26,184988,0,2595,3 0.0158,0.2974  50.64
2017.95,188722,0,2526.42,185376,0,2595.5,0 0.0172,0.2967  51.40
2019.6,189047,0,2541.92,185697,0,2571.2,9 0.0170,0.2960  51.01
2021.25,189374,0,2540.47,186097,0,2526.3,3 0.0184,0.2952  50.40
2022.9,189678,0,2534.74,186522,0,2495.1,0 0.0194,0.2945  50.28
2024.55,189967,0,2534.61,186911,0,2459.4,0 0.0215,0.2938  50.86
2026.2,190229,0,2504.95,187259,0,2467.3,2 0.0196,0.2932  50.64
2027.85,190516,0,2460.56,187645,0,2508.3,9 0.0182,0.2924  50.40
2029.5,190826,0,2424.94,188032,0,2554.7,3 0.0175,0.2917  51.41
2031.15,191149,0,2423.47,188339,0,2559.1,7 0.0183,0.2908  51.33
2032.8,191459,0,2444.46,188706,0,2525.6,0 0.0172,0.2899  51.53
2034.45,191789,0,2455.8,189029,0,2542,4 0.0167,0.2889  52.18
2036.1,192130,0,2457.83,189329,0,2539.8,4 0.0170,0.2879  53.44
2037.75,192468,0,2447.79,189579,0,2543.4,0 0.0155,0.2870  54.01
2039.4,192839,0,2345.6,189853,0,2519.4,0 0.0159,0.2862  55.81
2041.05,193202,0,2295.18,190051,0,2545.8,3 0.0165,0.2852  57.38
2042.7,193553,0,2259.52,190252,0,2499.5,6 0.0174,0.2843  58.63
2044.35,193887,0,2168.29,190486,0,2463.9,5 0.0195,0.2837  56.00
2046,194186,0,2155.41,190946,0,2411.1,2 0.0188,0.2829  54.91
2047.65,194495,0,2131.72,191331,0,2434.5,5 0.0171,0.2819  55.17
2049.3,194838,0,2117.21,191649,0,2459.2,3 0.0174,0.2811  54.69
2050.95,195175,0,2118.23,192022,0,2450.1,0 0.0159,0.2804  54.57
2052.6,195545,0,2056.63,192376,0,2475.4,2 0.0162,0.2795  54.08
2054.25,195909,0,2020.53,192779,0,2353.9,8 0.0161,0.2787  52.59
2055.9,196278,0,1990.76,193243,0,2289.4,9 0.0167,0.2780  53.20
2057.55,196634,0,1967.95,193566,0,2258.3,1 0.0170,0.2770  53.77
2059.2,196985,0,1963.22,193877,0,2168.8,3 0.0181,0.2763  54.51
2060.85,197315,0,1953.7,194147,0,2153.1,9 0.0193,0.2755  56.99
2062.5,197625,0,1966.55,194335,0,2164.1,5 0.0182,0.2747  58.08
2064.15,197954,0,1960.71,194609,0,2108.6,5 0.0192,0.2738  55.13
2065.8,198269,0,1964.22,195124,0,2127.9,1 0.0193,0.2731  55.98
2067.45,198582,0,1963.86,195446,0,2066.4,0 0.0193,0.2723  54.17
2069.1,198896,0,1960.53,195931,0,2018.3,4 0.0206,0.2716  54.16
2070.75,199191,0,1965.35,196309,0,1988.3,0 0.0209,0.2708  54.69
2072.4,199483,0,1963.99,196643,0,1967.4,0 0.0223,0.2698  54.74
2074.05,199757,0,1970.16,197001,0,1963,2 0.0223,0.2689  55.38
2075.7,200033,0,1973.11,197306,0,1953.2,1 0.0225,0.2680  56.71
2077.35,200306,0,1971.17,197559,0,1968.2,6 0.0233,0.2672  56.93
2079,200571,0,1976.72,197882,0,1959.8,5 0.0240,0.2664  57.37
2080.65,200830,0,1982.35,198187,0,1963.5,0 0.0234,0.2655  57.96
2082.3,201095,0,1986.49,198480,0,1966,6 0.0236,0.2647  57.46
2083.95,201359,0,1988,198827,0,1958.6,0 0.0234,0.2639  57.73
2085.6,201627,0,1991.58,199122,0,1966.9,2 0.0244,0.2631  58.85
2087.25,201884,0,2012.04,199371,0,1961.2,4 0.0243,0.2622  59.76
2088.9,202143,0,2032.02,199621,0,1967.3,9 0.0231,0.2613  59.73
2090.55,202416,0,2038.11,199906,0,1973.1,8 0.0238,0.2605  60.46
2092.2,202682,0,2046.26,200157,0,1973,3 0.0239,0.2597  61.09
2093.85,202948,0,2050.52,200408,0,1969.8,8 0.0237,0.2589  60.19
2095.5,203216,0,2046.9,200715,0,1982.7,5 0.0241,0.2582  61.74
2097.15,203481,0,2049.01,200920,0,1982,3 0.0235,0.2576  60.74
2098.8,203753,0,2053.61,201232,0,1990,0 0.0221,0.2569  61.26
2100.45,204044,0,2055.96,201483,0,1986,7 0.0207,0.2562  61.19
2102.1,204356,0,2064.49,201755,0,1996.4,9 0.0206,0.2557  60.71
2103.75,204669,0,2085.33,202037,0,2030.4,9 0.0199,0.2552  61.73
2105.4,204995,0,2093.13,202267,0,2033.8,1 0.0189,0.2547  60.76
2107.05,205337,0,2093.65,202581,0,2042.8,3 0.0189,0.2543  60.45
2108.7,205680,0,2106.65,202863,0,2052.3,9 0.0192,0.2540  61.13
2110.35,206018,0,2115.38,203106,0,2047,3 0.0190,0.2537  60.83
2112,206360,0,2127.63,203388,0,2046.7,0 0.0203,0.2533  60.79
2113.65,206682,0,2137.56,203662,0,2053.4,9 0.0200,0.2530  60.67
2115.3,207007,0,2144.43,203956,0,2053.8,8 0.0213,0.2528  59.32
2116.95,207314,0,2161.84,204328,0,2062.6,5 0.0218,0.2526  58.05
2118.6,207612,0,2155.59,204706,0,2087.7,8 0.0217,0.2522  57.90
2120.25,207914,0,2185.89,205045,0,2094,6 0.0214,0.2520  57.15
2121.9,208219,0,2194.85,205430,0,2093.5,2 0.0224,0.2518  56.16
2123.55,208512,0,2186.62,205825,0,2114.2,9 0.0225,0.2518  56.29
2125.2,208803,0,2203.32,206159,0,2116.1,7 0.0220,0.2516  56.46
2126.85,209102,0,2209.93,206486,0,2134.7,5 0.0224,0.2516  56.41
2128.5,209395,0,2221.25,206812,0,2139.4,2 0.0223,0.2515  57.76
2130.15,209688,0,2214.56,207067,0,2145.9,7 0.0240,0.2514  57.32
2131.8,209962,0,2230.02,207393,0,2166.9,6 0.0233,0.2514  58.76
2133.45,210244,0,2235.86,207627,0,2154.8,5 0.0234,0.2513  59.17
2135.1,210524,0,2237.09,207910,0,2185.7,8 0.0242,0.2513  58.92
2136.75,210795,0,2240.47,208227,0,2195.1,0 0.0244,0.2512  58.74
2138.4,211064,0,2242.88,208529,0,2186.1,2 0.0247,0.2511  59.59
2140.05,211330,0,2247.51,208783,0,2202.9,1 0.0244,0.2510  59.86
2141.7,211599,0,2248.96,209070,0,2208.6,6 0.0247,0.2509  59.25
2143.35,211866,0,2245.48,209392,0,2221.3,4 0.0256,0.2509  59.65
2145,212122,0,2244.51,209667,0,2213.3,2 0.0272,0.2509  59.59
2146.65,212363,0,2252.73,209945,0,2229.5,6 0.0262,0.2508  61.05
2148.3,212615,0,2253.82,210165,0,2235.7,0 0.0249,0.2507  60.48
2149.95,212879,0,2253.65,210470,0,2236.3,2 0.0261,0.2507  60.69
2151.6,213131,0,2256.66,210735,0,2240.1,7 0.0254,0.2506  61.07
2153.25,213390,0,2256.37,210990,0,2241.4,7 0.0253,0.2505  61.41
2154.9,213650,0,2257.59,211245,0,2246.3,3 0.0255,0.2504  61.77
2156.55,213909,0,2262.3,211499,0,2249.8,4 0.0251,0.2505  61.48
2158.2,214172,0,2266.56,211777,0,2247.4,0 0.0246,0.2503  61.79
2159.85,214440,0,2265.93,212026,0,2241.9,9 0.0242,0.2502  62.38
2161.5,214713,0,2263.19,212252,0,2247.9,3 0.0252,0.2500  63.28
2163.15,214975,0,2266.93,212467,0,2257.1,8 0.0252,0.2500  62.95
2164.8,215237,0,2273.4,212737,0,2251,4 0.0249,0.2500  61.97
2166.45,215502,0,2277.92,213033,0,2256.4,7 0.0237,0.2498  62.69
2168.1,215781,0,2270.85,213263,0,2256.9,1 0.0258,0.2496  62.32
2169.75,216038,0,2282.4,213539,0,2255.7,3 0.0247,0.2493  62.21
2171.4,216305,0,2283.37,213805,0,2260.1,9 0.0248,0.2492  61.67
2173.05,216572,0,2283.36,214089,0,2265.9,8 0.0257,0.2490  62.04
2174.7,216830,0,2288.17,214342,0,2267.7,7 0.0271,0.2486  61.50
2176.35,217075,0,2307.44,214640,0,2262.1,4 0.0273,0.2483  61.21
2178,217318,0,2331.72,214920,0,2266.1,5 0.0264,0.2480  62.08
2179.65,217570,0,2354.11,215151,0,2269.3,9 0.0255,0.2476  62.01
2181.3,217831,0,2385.96,215421,0,2281.9,3 0.0247,0.2472  61.75
2182.95,218101,0,2387.05,215711,0,2267.5,1 0.0235,0.2467  60.66
2184.6,218386,0,2424.59,216020,0,2282.2,9 0.0237,0.2461  62.43
2186.25,218669,0,2464.56,216222,0,2283.5,2 0.0220,0.2455  61.54
2187.9,218974,0,2488.41,216530,0,2282.9,8 0.0211,0.2448  61.70
2189.55,219294,0,2524.75,216790,0,2285.3,6 0.0213,0.2441  62.16
2191.2,219611,0,2586.71,217026,0,2302,5 0.0205,0.2434  62.86
2192.85,219942,0,2654.4,217252,0,2327,7 0.0189,0.2426  63.06
2194.5,220302,0,2696.7,217502,0,2344.5,0 0.0191,0.2419  62.30
2196.15,220658,0,2748.13,217797,0,2385.8,2 0.0199,0.2411  61.41
2197.8,221003,0,2751.44,218109,0,2387,8 0.0191,0.2403  60.53
2199.45,221363,0,2878.61,218438,0,2431.6,0 0.0185,0.2396  60.37
2201.1,221735,0,2929.07,218741,0,2474.7,3 0.0180,0.2389  59.26
2202.75,222120,0,2964.25,219108,0,2496.2,6 0.0172,0.2382  58.10
2204.4,222523,0,3018.08,219489,0,2554.7,5 0.0167,0.2374  58.19
2206.05,222938,0,3039.11,219819,0,2640.7,0 0.0156,0.2365  57.23
2207.7,223386,0,3023.2,220229,0,2686.1,2 0.0157,0.2356  55.93
2209.35,223833,0,3006.18,220663,0,2748.8,0 0.0150,0.2346  56.06
2211,224301,0,3014.7,221013,0,2751.5,2 0.0147,0.2336  56.57
2212.65,224782,0,3090.91,221359,0,2878.1,4 0.0148,0.2328  56.15
2214.3,225260,0,3124.58,221765,0,2933.1,5 0.0143,0.2320  54.78
2215.95,225756,0,3161.24,222241,0,2974.8,6 0.0147,0.2309  54.44
2217.6,226241,0,3195.55,222682,0,3042.2,8 0.0154,0.2299  53.62
2219.25,226708,0,3188.52,223175,0,3036.1,9 0.0158,0.2290  52.82
2220.9,227164,0,3156.68,223685,0,3004.7,3 0.0175,0.2281  51.00
2222.55,227578,0,3079.25,224278,0,3010.5,4 0.0190,0.2272  52.09
2224.2,227961,0,3115.12,224698,0,3085,0 0.0178,0.2264  50.97
2225.85,228369,0,3171.99,225264,0,3124.8,2 0.0173,0.2255  50.46
2227.5,228792,0,3183,225806,0,3164.9,1 0.0155,0.2247  50.65
2229.15,229265,0,3096.23,226288,0,3198.9,0 0.0151,0.2240  50.72
2230.8,229754,0,3006.79,226761,0,3187.2,2 0.0145,0.2232  51.69
2232.45,230265,0,2908.44,227167,0,3156.4,8 0.0152,0.2226  52.43
2234.1,230752,0,2893.75,227547,0,3077,3 0.0181,0.2220  54.50
2235.75,231163,0,2881.41,227834,0,3097.8,1 0.0165,0.2214  56.56
2237.4,231614,0,2788.07,228129,0,3138,1 0.0150,0.2209  54.94
2239.05,232112,0,2671.72,228642,0,3210.5,5 0.0154,0.2203  54.77
2240.7,232599,0,2613.62,229116,0,3123.4,7 0.0163,0.2197  52.30
2242.35,233061,0,2575.45,229772,0,3003.5,2 0.0174,0.2192  51.67
2244,233494,0,2513.17,230331,0,2895.7,8 0.0170,0.2187  50.93
2245.65,233938,0,2444.82,230854,0,2893.2,5 0.0171,0.2182  52.02
2247.3,234380,0,2402.21,231218,0,2879.3,2 0.0179,0.2177  55.38
2248.95,234804,0,2367.2,231476,0,2821.5,7 0.0187,0.2173  53.69
2250.6,235210,0,2339.87,232077,0,2675.8,7 0.0186,0.2168  51.80
2252.25,235619,0,2310.55,232689,0,2602.9,9 0.0188,0.2164  52.29
2253.9,236024,0,2286.22,233122,0,2570.9,1 0.0208,0.2160  53.50
2255.55,236392,0,2273.07,233493,0,2513.3,3 0.0211,0.2156  55.05
2257.2,236755,0,2255.6,233853,0,2453.1,6 0.0206,0.2152  54.68
2258.85,237127,0,2241.07,234321,0,2407.2,1 0.0223,0.2148  54.76
2260.5,237471,0,2231.96,234749,0,2370.8,4 0.0227,0.2145  55.37
2262.15,237810,0,2224.69,235129,0,2345.6,5 0.0225,0.2143  56.63
2263.8,238153,0,2215.1,235474,0,2321,3 0.0224,0.2139  56.81
2265.45,238497,0,2205.23,235876,0,2291.9,3 0.0226,0.2137  56.82
2267.1,238839,0,2200.17,236260,0,2277,9 0.0235,0.2135  58.23
2268.75,239168,0,2192.48,236561,0,2267.8,8 0.0229,0.2132  58.97
2270.4,239506,0,2185.39,236897,0,2246.6,4 0.0239,0.2129  58.58
2272.05,239830,0,2183.51,237279,0,2237.4,0 0.0243,0.2126  60.00
2273.7,240149,0,2182.35,237562,0,2229.3,8 0.0239,0.2123  59.83
2275.35,240475,0,2168.6,237914,0,2222.7,2 0.0238,0.2119  60.38
2277,240802,0,2165.47,238237,0,2212.4,0 0.0269,0.2115  59.62
2278.65,241092,0,2173.88,238619,0,2201.8,5 0.0262,0.2110  60.24
2280.3,241390,0,2172.12,238936,0,2199.4,2 0.0267,0.2107  60.08
2281.95,241684,0,2157.82,239279,0,2189.1,5 0.0279,0.2102  60.30
2283.6,241965,0,2143.17,239609,0,2183.6,8 0.0292,0.2095  60.62
2285.25,242235,0,2134.55,239926,0,2183.4,3 0.0311,0.2089  61.03
2286.9,242489,0,2130.06,240238,0,2181.9,1 0.0317,0.2084  60.89
2288.55,242739,0,2109.91,240577,0,2162.8,6 0.0366,0.2077  60.79
2290.2,242956,0,2104.33,240902,0,2166.6,3 0.0372,0.2072  60.54
2291.85,243170,0,2097.47,241211,0,2178.4,2 0.0373,0.2067  62.72
2293.5,243384,0,2095.19,241432,0,2170.6,7 0.0374,0.2063  62.93
2295.15,243598,0,2095.08,241721,0,2155.9,2 0.0362,0.2057  63.04
2296.8,243819,0,2097.69,242003,0,2141.1,8 0.0356,0.2050  64.12
2298.45,244045,0,2103.3,242244,0,2134.3,1 0.0340,0.2043  64.99
2300.1,244283,0,2113.97,242477,0,2131.2,0 0.0328,0.2036  66.47
2301.75,244530,0,2138.85,242689,0,2111,3 0.0333,0.2028  66.60
2303.4,244775,0,2195.49,242916,0,2105.9,6 0.0305,0.2019  69.59
2305.05,245043,0,2273.79,243059,0,2100,9 0.0277,0.2009  70.16
2306.7,245339,0,2263.17,243268,0,2095.1,4 0.0252,0.2000  70.36
2308.35,245667,0,2263.36,243485,0,2095.2,4 0.0241,0.1992  70.34
2310,246010,0,2278.02,243710,0,2094.9,3 0.0229,0.1986  69.58
2311.65,246374,0,2327.36,243961,0,2101.2,6 0.0213,0.1980  69.83
2313.3,246765,0,2439.95,244193,0,2106.8,6 0.0200,0.1975  68.17
2314.95,247182,0,2549.58,244491,0,2130.3,4 0.0181,0.1968  68.46
2316.6,247645,0,2568.72,244734,0,2182.9,6 0.0160,0.1962  67.71
2318.25,248170,0,2551.6,245029,0,2274.2,8 0.0164,0.1956  65.10
2319.9,248686,0,2539.44,245431,0,2259.8,7 0.0171,0.1952  62.57
2321.55,249181,0,2578.37,245872,0,2266.4,0 0.0178,0.1947  61.45
2323.2,249658,0,2689.45,246282,0,2300.7,8 0.0170,0.1943  60.40
2324.85,250157,0,2766.74,246720,0,2428.2,3 0.0163,0.1938  59.02
2326.5,250679,0,2813.62,247213,0,2557.6,9 0.0152,0.1934  57.78
2328.15,251241,0,2831.71,247764,0,2571.7,6 0.0144,0.1932  55.80
2329.8,251833,0,2824.39,248410,0,2539.7,0 0.0143,0.1929  54.18
2331.45,252433,0,2839.4,249016,0,2539.1,3 0.0147,0.1925  56.11
2333.1,253018,0,2966.69,249398,0,2629.9,1 0.0134,0.1922  57.03
2334.75,253660,0,2995.96,249837,0,2730.2,2 0.0133,0.1918  57.38
2336.4,254307,0,2960.82,250329,0,2786.3,9 0.0137,0.1914  55.83
2338.05,254938,0,2876.78,250972,0,2836.5,2 0.0134,0.1912  54.66
2339.7,255581,0,2873.53,251634,0,2824.6,7 0.0144,0.1909  52.85
2341.35,256181,0,2909.25,252365,0,2823.6,4 0.0135,0.1906  52.68
2343,256820,0,2836.52,252968,0,2963.8,8 0.0136,0.1905  52.87
2344.65,257456,0,2860.57,253594,0,2999.5,4 0.0130,0.1901  52.05
2346.3,258121,0,2844.29,254309,0,2960.7,0 0.0137,0.1901  51.13
2347.95,258756,0,2864.46,255007,0,2867.5,0 0.0138,0.1899  51.96
2349.6,259386,0,2798.11,255592,0,2873.6,5 0.0134,0.1899  52.33
2351.25,260035,0,2737.41,256167,0,2911.8,9 0.0140,0.1899  54.48
2352.9,260657,0,2757.71,256647,0,2824.1,3 0.0149,0.1899  54.51
2354.55,261239,0,2782.11,257283,0,2869.6,0 0.0139,0.1900  55.31
2356.2,261866,0,2763.24,257875,0,2838.6,6 0.0138,0.1902  54.97
2357.85,262495,0,2697.54,258542,0,2853.9,3 0.0138,0.1904  56.29
2359.5,263124,0,2682.02,259074,0,2880.1,7 0.0148,0.1905  56.97
2361.15,263709,0,2761.97,259659,0,2726.3,4 0.0157,0.1901  54.30
2362.8,264260,0,2844.48,260498,0,2751,4 0.0150,0.1895  52.15
2364.45,264840,0,2914.75,261246,0,2782.3,7 0.0160,0.1891  51.18
2366.1,265384,0,2961.4,261951,0,2760.6,2 0.0166,0.1890  49.68
