depth,Year ,BPice,calB,Piceerr,ca,lBPgas,ca,
2933.7,557965,0,2646.92,554835,0,2548.7,3 0.0205,0.0977  59.62
2935.35,558787,0,2592.08,555861,0,2545.4,9 0.0196,0.1015  58.46
2937,559618,0,2588.66,556703,0,2559.1,8 0.0188,0.1045  59.03
2938.65,560457,0,2606.94,557402,0,2663.3,2 0.0179,0.1061  60.02
2940.3,561324,0,2595.55,558081,0,2643.5,4 0.0197,0.1089  60.47
2941.95,562094,0,2606.7,558795,0,2591.4,6 0.0201,0.1121  59.09
2943.6,562827,0,2605.76,559606,0,2588.4,0 0.0207,0.1147  57.62
2945.25,563523,0,2597.67,560452,0,2607,1 0.0215,0.1169  57.76
2946.9,564178,0,2586.66,561244,0,2594.1,4 0.0223,0.1193  58.78
2948.55,564797,0,2573.3,561900,0,2605.8,5 0.0228,0.1213  59.86
2950.2,565395,0,2561.4,562533,0,2608.6,1 0.0236,0.1229  60.99
2951.85,565964,0,2554.87,563146,0,2602.6,7 0.0246,0.1240  61.99
2953.5,566504,0,2544.78,563747,0,2594.7,1 0.0241,0.1258  62.55
2955.15,567049,0,2517.03,564321,0,2584,0 0.0249,0.1264  62.08
2956.8,567574,0,2506.99,564943,0,2570,4 0.0246,0.1268  61.56
2958.45,568103,0,2495.03,565550,0,2558.4,5 0.0251,0.1282  61.55
2960.1,568615,0,2495.07,566083,0,2553.8,5 0.0252,0.1291  61.70
2961.75,569123,0,2485.37,566598,0,2542.7,7 0.0255,0.1308  62.07
2963.4,569617,0,2472.11,567092,0,2514.6,2 0.0251,0.1314  63.08
2965.05,570116,0,2460.92,567560,0,2507.3,2 0.0258,0.1303  64.31
2966.7,570608,0,2451.68,568061,0,2494.8,9 0.0254,0.1311  64.70
2968.35,571104,0,2443.38,568543,0,2496.4,4 0.0253,0.1290  63.50
2970,571609,0,2435.18,569140,0,2485,4 0.0255,0.1284  62.26
2971.65,572113,0,2426.68,569694,0,2470,2 0.0254,0.1267  60.92
2973.3,572626,0,2423.63,570275,0,2457.5,1 0.0249,0.1237  59.56
2974.95,573161,0,2431.38,570873,0,2447,4 0.0256,0.1205  58.50
2976.6,573696,0,2419.77,571472,0,2437.5,5 0.0250,0.1177  59.69
2978.25,574257,0,2410.15,571984,0,2428.7,2 0.0256,0.1147  61.21
2979.9,574819,0,2401.81,572494,0,2420.6,6 0.0261,0.1110  62.19
2981.55,575388,0,2395.72,573063,0,2433.5,0 0.0264,0.1068  61.75
2983.2,575974,0,2389.79,573698,0,2419.7,2 0.0252,0.1023  61.10
2984.85,576615,0,2382.33,574377,0,2408.1,1 0.0248,0.0974  61.27
2986.5,577298,0,2379.07,575037,0,2398.6,9 0.0246,0.0939  61.97
2988.15,578011,0,2388.53,575665,0,2393.3,8 0.0257,0.0896  62.72
2989.8,578726,0,2379.75,576354,0,2385.3,9 0.0270,0.0854  62.74
2991.45,579441,0,2374.22,577128,0,2376.3,1 0.0273,0.0820  62.44
2993.1,580179,0,2404.77,577937,0,2389.4,3 0.0265,0.0787  62.05
2994.75,580970,0,2438.55,578756,0,2379.3,8 0.0230,0.0753  62.15
2996.4,581925,0,2494.02,579563,0,2373.2,9 0.0205,0.0716  62.25
2998.05,583048,0,2577.27,580416,0,2416.9,0 0.0174,0.0675  59.82
2999.7,584453,0,2629.54,581497,0,2459.1,4 0.0170,0.0636  56.23
3001.35,585975,0,2552.96,582859,0,2570.2,8 0.0170,0.0604  52.90
3003,587586,0,2471.17,584551,0,2633.1,6 0.0171,0.0576  54.59
3004.65,589261,0,2525.06,586126,0,2544.4,7 0.0202,0.0550  57.36
3006.3,590744,0,2517.76,587735,0,2463.7,1 0.0193,0.0525  58.76
3007.95,592373,0,2511.83,589454,0,2532.8,3 0.0184,0.0502  59.69
3009.6,594165,0,2588.62,591046,0,2514.2,4 0.0201,0.0479  60.43
3011.25,595879,0,2572.67,592815,0,2511,3 0.0184,0.0459  58.74
3012.9,597829,0,2482.64,594793,0,2624.7,5 0.0163,0.0441  56.74
3014.55,600125,0,2421.29,596825,0,2527.3,4 0.0184,0.0426  55.36
3016.2,602232,0,2414.3,599140,0,2424.3,4 0.0192,0.0412  57.90
3017.85,604319,0,2417.07,601291,0,2417.6,9 0.0201,0.0400  61.21
3019.5,606369,0,2424.9,603306,0,2410.4,3 0.0218,0.0389  63.82
3021.15,608312,0,2428.95,605337,0,2423.7,5 0.0242,0.0379  64.47
3022.8,610111,0,2452.5,607377,0,2426,4 0.0262,0.0371  65.05
3024.45,611811,0,2498.28,609279,0,2431.9,7 0.0257,0.0365  65.54
3026.1,613575,0,2569.33,611049,0,2475.6,6 0.0267,0.0360  66.30
3027.75,615292,0,2680.76,612791,0,2527.3,6 0.0263,0.0352  66.68
3029.4,617071,0,2822.01,614563,0,2622.1,7 0.0248,0.0347  65.92
3031.05,618994,0,2974.85,616387,0,2768.8,8 0.0249,0.0341  65.23
3032.7,620931,0,3147.68,618322,0,2919,8 0.0249,0.0338  64.36
3034.35,622896,0,3336.81,620317,0,3084.7,4 0.0236,0.0331  63.12
3036,625009,0,3542.91,622370,0,3295.1,5 0.0237,0.0326  61.93
3037.65,627138,0,3878.13,624533,0,3466.4,7 0.0177,0.0326  57.18
3039.3,630002,0,4263.48,626863,0,3840.4,5 0.0122,0.0330  51.50
3040.95,634092,0,4473.18,629917,0,4258.7,7 0.0120,0.0342  52.54
3042.6,638123,0,4471.79,633724,0,4471,2 0.0119,0.0350  51.13
3044.25,642084,0,4216.23,637782,0,4494.9,1 0.0129,0.0356  50.01
3045.9,645683,0,4135.85,641767,0,4224.9,3 0.0147,0.0365  51.12
3047.55,648758,0,4162.3,645208,0,4130.4,6 0.0158,0.0377  49.42
3049.2,651528,0,4110.03,648357,0,4166.2,7 0.0153,0.0389  50.62
3050.85,654297,0,3977.06,650991,0,4140.1,6 0.0165,0.0401  50.97
3052.5,656793,0,3915.51,653634,0,3991.9,8 0.0157,0.0413  49.82
3054.15,659342,0,3858.95,656175,0,3934.7,8 0.0146,0.0426  50.67
3055.8,661987,0,3834.46,658555,0,3860.6,2 0.0153,0.0440  47.81
3057.45,664434,0,3658.15,661261,0,3854.8,7 0.0139,0.0454  46.53
3059.1,667045,0,3291.64,663748,0,3784.8,6 0.0149,0.0469  51.10
3060.75,669409,0,3118.36,665868,0,3393.2,4 0.0167,0.0484  50.77
3062.4,671452,0,2922.23,668255,0,3187.2,7 0.0152,0.0499  51.25
3064.05,673632,0,2792.82,670329,0,3063.4,5 0.0157,0.0515  55.04
3065.7,675674,0,2826.59,672065,0,2845,8 0.0179,0.0532  52.48
3067.35,677403,0,2748.5,674262,0,2771.7,8 0.0178,0.0547  54.23
3069,679092,0,2785.16,676022,0,2840.1,0 0.0190,0.0562  54.86
3070.65,680639,0,2709.44,677627,0,2733.6,0 0.0185,0.0575  52.74
3072.3,682192,0,2601.68,679341,0,2793.9,2 0.0166,0.0588  55.94
3073.95,683877,0,2493.31,680647,0,2708.9,1 0.0183,0.0599  54.60
3075.6,685378,0,2440.49,682220,0,2599.7,7 0.0186,0.0611  54.37
3077.25,686827,0,2408.83,683853,0,2494.1,9 0.0197,0.0619  55.61
3078.9,688178,0,2400.19,685248,0,2443.6,5 0.0204,0.0628  56.65
3080.55,689466,0,2395.56,686604,0,2410.5,2 0.0211,0.0634  57.51
3082.2,690698,0,2381.7,687895,0,2400.7,8 0.0217,0.0641  57.16
3083.85,691888,0,2362.8,689183,0,2398,6 0.0218,0.0646  57.82
3085.5,693058,0,2351.03,690373,0,2387.5,3 0.0226,0.0650  58.71
3087.15,694180,0,2344.99,691514,0,2367,6 0.0232,0.0654  57.17
3088.8,695267,0,2344.04,692748,0,2352.9,9 0.0239,0.0651  58.32
3090.45,696325,0,2350.58,693841,0,2346,9 0.0249,0.0648  59.30
3092.1,697348,0,2361.73,694911,0,2342.6,2 0.0246,0.0645  58.63
3093.75,698387,0,2372.08,696015,0,2347,3 0.0248,0.0640  60.10
3095.4,699427,0,2381.65,697009,0,2358.3,9 0.0251,0.0635  60.10
3097.05,700461,0,2387.34,698061,0,2368.7,3 0.0249,0.0631  59.91
3098.7,701512,0,2391.01,699123,0,2379.6,3 0.0247,0.0628  61.17
3100.35,702577,0,2393.92,700120,0,2386.2,5 0.0235,0.0624  61.05
3102,703703,0,2393.23,701186,0,2389.6,7 0.0233,0.0621  61.22
3103.65,704842,0,2396.06,702254,0,2394,7 0.0245,0.0616  60.10
3105.3,705933,0,2414.85,703428,0,2393.5,2 0.0236,0.0610  59.78
3106.95,707078,0,2444.08,704601,0,2392.2,8 0.0229,0.0603  60.83
3108.6,708273,0,2513.31,705689,0,2409.3,8 0.0216,0.0593  61.51
3110.25,709560,0,2712.17,706838,0,2435.1,7 0.0207,0.0582  61.31
3111.9,710929,0,2808.05,708077,0,2481.1,8 0.0207,0.0569  60.91
3113.55,712328,0,2915.67,709431,0,2703.1,4 0.0200,0.0555  59.35
3115.2,713811,0,3028.56,710935,0,2808.4,6 0.0195,0.0544  59.24
3116.85,715370,0,3205.06,712399,0,2921.2,0 0.0200,0.0533  58.81
3118.5,716918,0,3355.93,713965,0,3040.2,3 0.0178,0.0525  58.31
3120.15,718683,0,3482.88,715592,0,3231.1,2 0.0163,0.0520  57.08
3121.8,720628,0,3583.6,717274,0,3389.4,0 0.0160,0.0517  51.65
3123.45,722616,0,3644.01,719424,0,3532,7 0.0175,0.0516  54.26
3125.1,724442,0,3648.19,721227,0,3609.2,9 0.0180,0.0517  56.67
3126.75,726214,0,3638.88,723024,0,3654.1,9 0.0177,0.0518  55.23
3128.4,728013,0,3570.39,724916,0,3646.1,8 0.0181,0.0520  54.70
3130.05,729765,0,3543.22,726713,0,3636,7 0.0191,0.0520  54.00
3131.7,731430,0,3550.44,728536,0,3543.9,9 0.0205,0.0520  53.48
3133.35,732981,0,3582.29,730289,0,3542.8,9 0.0202,0.0520  55.80
3135,734553,0,3651.63,731804,0,3552.9,1 0.0203,0.0521  53.75
3136.65,736111,0,3753.57,733454,0,3594.1,1 0.0191,0.0526  53.64
3138.3,737754,0,3831.24,735005,0,3675.2,6 0.0157,0.0530  53.47
3139.95,739733,0,3929.41,736577,0,3786.5,9 0.0152,0.0530  50.38
3141.6,741774,0,3987.83,738508,0,3859.8,8 0.0151,0.0530  48.74
3143.25,743842,0,3971.38,740621,0,3979.8,4 0.0155,0.0532  50.40
3144.9,745837,0,3903.97,742548,0,3993.2,0 0.0156,0.0534  50.79
3146.55,747816,0,3850.34,744556,0,3959.3,6 0.0155,0.0532  50.91
3148.2,749810,0,3850.98,746545,0,3873.3,6 0.0153,0.0528  51.13
3149.85,751856,0,3796.95,748539,0,3837.2,3 0.0146,0.0522  52.36
3151.5,754016,0,3655.24,750515,0,3858.6,1 0.0149,0.0512  53.33
3153.15,756172,0,3546.16,752600,0,3762.6,9 0.0164,0.0501  52.23
3154.8,758186,0,3538.49,754912,0,3587.3,0 0.0190,0.0486  53.24
3156.45,759971,0,3556.19,757041,0,3517.8,0 0.0173,0.0472  52.56
3158.1,761996,0,3457.83,759073,0,3554.5,1 0.0151,0.0459  54.13
3159.75,764379,0,3288.34,760971,0,3558,6 0.0170,0.0448  57.87
3161.4,766541,0,3186.12,763020,0,3357.7,2 0.0188,0.0437  57.83
3163.05,768551,0,3049.6,765388,0,3236.8,1 0.0165,0.0429  57.19
3164.7,770884,0,2906.34,767573,0,3140.7,5 0.0172,0.0422  59.15
3166.35,773156,0,2825.45,769686,0,2943.7,9 0.0202,0.0415  58.06
3168,775119,0,2760.95,772106,0,2868.1,3 0.0192,0.0408  59.26
3169.65,777219,0,2730.93,774203,0,2782.8,9 0.0211,0.0402  59.69
3171.3,779166,0,2731.71,776266,0,2733.5,0 0.0226,0.0396  60.86
3172.95,781013,0,2764.26,778272,0,2728.1,0 0.0235,0.0391  62.50
3174.6,782809,0,2844.89,780126,0,2735.5,9 0.0234,0.0386  61.32
3176.25,784634,0,2969.96,782031,0,2797.1,5 0.0245,0.0382  62.02
3177.9,786398,0,3133.32,783839,0,2908.1,6 0.0261,0.0380  64.37
3179.55,788060,0,3407.74,785547,0,3040.9,1 0.0276,0.0379  63.47
3181.2,789639,0,3812.1,787301,0,3231.2,9 0.0245,0.0378  64.60
3182.85,791416,0,4355.05,788879,0,3598,7 0.0218,0.0379  64.89
3184.5,793417,0,5123.64,790544,0,4066.9,7 0.0187,0.0381  59.83
3186.15,795738,0,6354.57,792657,0,4764.9,2 0.0159,0.0381  56.61
3187.8,798457,0,8028.47,795022,0,5880.7,9 0.0138,0.0381  57.37
3189.45,801588,0,9613.81,797572,0,7567.9,6 0.0138,0.0380  58.84
3191.1,804734,0,11049.4,,800475,0,9079,9 0.0136  0.0378  57.26
3192.75,807941,0,12371,,803758,0,10656,90        0.0148  0.0375  56.08
