bag,ztop,Year,Deuterium,temperature
1481,814,48648.72,-425.7,212
1482,814.55,48692.99,-425.9,212
1483,815.1,48736.57,-431.1,211.2
1484,815.65,48784.05,-434.3,210.6
1485,816.2,48833.5,-428.2,211.6
1486,816.75,48879.44,-431.8,211
1487,817.3,48928.23,-442.1,209.3
1488,817.85,48983.3,-435.9,210.4
1489,818.4,49034.93,-436.5,210.3
1490,818.95,49086.73,-439.7,209.7
1491,819.5,49141.03,-436,210.3
1492,820.05,49192.35,-432.2,211
1493,820.6,49241.26,-436.3,210.3
1494,821.15,49292.14,-429.1,211.5
1495,821.7,49338.72,-429.3,211.4
1496,822.25,49384.91,-429.1,211.5
1497,822.8,49431.25,-432.2,211
1498,823.35,49479.24,-430.3,211.3
1499,823.9,49527.56,-439.5,209.8
1500,824.45,49580.36,-433.7,210.7
1501,825,49630.21,-429.9,211.3
1502,825.55,49678.29,-438.3,210
1503,826.1,49730.77,-437.4,210.1
1504,826.65,49783.26,-430.8,211.2
1505,827.2,49831.09,-430.4,211.3
1506,827.75,49877.94,-427.5,211.7
1507,828.3,49924.27,-433.8,210.7
1508,828.85,49973.27,-434.4,210.6
1509,829.4,50023.48,-433.9,210.7
1510,829.95,50074.08,-437.4,210.1
1511,830.5,50125.65,-432,211
1512,831.05,50175.56,-436.7,210.2
1513,831.6,50226.88,-434.2,210.6
1514,832.15,50278.03,-438.8,209.9
1515,832.7,50331.06,-432.5,210.9
1516,833.25,50380.86,-436.2,210.3
1517,833.8,50432.12,-431.3,211.1
1518,834.35,50480.3,-428.8,211.5
1519,834.9,50527.29,-433.6,210.7
1520,835.45,50576.48,-433.1,210.8
1521,836,50624.79,-424.9,212.2
1522,836.55,50671,-434.6,210.6
1523,837.1,50719.98,-434.4,210.6
1524,837.65,50769.23,-427.1,211.8
1525,838.2,50816.88,-434.4,210.6
1526,838.75,50865.82,-433.3,210.8
1527,839.3,50916.6,-437.5,210.1
1528,839.85,50967.67,-430.7,211.2
1529,840.4,51016.18,-428.2,211.6
1530,840.95,51062.89,-430.1,211.3
1531,841.5,51109.22,-427.3,211.8
1532,842.05,51155.59,-430.5,211.2
1533,842.6,51203.16,-433.6,210.7
1534,843.15,51252.64,-433.4,210.8
1535,843.7,51302.14,-430.7,211.2
1536,844.25,51350.39,-430.7,211.2
1537,844.8,51397.06,-422.1,212.6
1538,845.35,51440.27,-431.4,211.1
1539,845.9,51488.23,-433,210.8
1540,846.45,51537.92,-437.1,210.2
1541,847,51590.29,-425.8,212
1542,847.55,51635.27,-430.5,211.2
1543,848.1,51683.07,-433.3,210.8
1544,848.65,51732.49,-427.9,211.7
1545,849.2,51779.23,-433.4,210.8
1546,849.75,51828.61,-432.6,210.9
1547,850.3,51877.62,-428.5,211.6
1548,850.85,51924.43,-428.6,211.6
1549,851.4,51971.93,-435.5,210.4
1550,851.95,52022.1,-432.7,210.9
1551,852.5,52072.11,-432.7,210.9
1552,853.05,52121.51,-431.7,211.1
1553,853.6,52170.18,-430.1,211.3
1554,854.15,52218.11,-430.5,211.2
1555,854.7,52265.6,-429,211.5
1556,855.25,52313.16,-431.7,211.1
1557,855.8,52360.7,-428,211.7
1558,856.35,52407.25,-426.9,211.8
1559,856.9,52452.21,-424.2,212.3
1560,857.45,52497.07,-432.9,210.9
1561,858,52545.18,-427.8,211.7
1562,858.55,52592.01,-432.5,210.9
1563,859.1,52640.77,-425,212.2
1564,859.65,52685.17,-428.2,211.6
1565,860.2,52730.7,-421.2,212.8
1566,860.75,52773.84,-429.2,211.5
1567,861.3,52818.95,-425.9,212
1568,861.85,52863.8,-424.1,212.3
1569,862.4,52905.91,-415.9,213.7
1570,862.95,52946.67,-426.5,211.9
1571,863.5,52990.07,-419.7,213
1572,864.05,53031.2,-425.7,212
1573,864.6,53076.11,-432,211
1574,865.15,53123.55,-426.2,212
1575,865.7,53169.91,-429.5,211.4
1576,866.25,53215.98,-426.2,212
1577,866.8,53262.03,-428.8,211.5
1578,867.35,53307.54,-424.7,212.2
1579,867.9,53351.77,-422.2,212.6
1580,868.45,53395.21,-430.6,211.2
1581,869,53442.02,-424.1,212.3
1582,869.55,53486,-426.4,211.9
1583,870.1,53530.49,-419.9,213
1584,870.65,53573.07,-428.6,211.6
1585,871.2,53617.65,-424.9,212.2
1586,871.75,53660.58,-415.8,213.7
1587,872.3,53701.86,-424.9,212.2
1588,872.85,53744.43,-425.3,212.1
1589,873.4,53788.87,-428,211.7
1590,873.95,53835.17,-429.2,211.5
1591,874.5,53882.2,-426.2,212
1592,875.05,53925.64,-413.6,214
1593,875.6,53965.82,-422.7,212.5
1594,876.15,54007.11,-425.3,212.1
1595,876.7,54049.97,-418.6,213.2
1596,877.25,54091.02,-420.6,212.9
1597,877.8,54131.98,-418.3,213.3
1598,878.35,54172.01,-419.2,213.1
1599,878.9,54211.9,-417.8,213.3
1600,879.45,54251.58,-417.6,213.4
1601,880,54290.97,-418,213.3
1602,880.55,54330.65,-419.8,213
1603,881.1,54372.14,-425.2,212.1
1604,881.65,54415.83,-425.9,212
1605,882.2,54460.41,-424.6,212.2
1606,882.75,54506,-431.3,211.1
1607,883.3,54553.46,-429.4,211.4
1608,883.85,54601.23,-428.1,211.6
1609,884.4,54647.19,-421.3,212.8
1610,884.95,54690.15,-425.6,212.1
1611,885.5,54734.64,-421.3,212.8
1612,886.05,54777.31,-427.2,211.8
1613,886.6,54822.36,-425.6,212.1
1614,887.15,54867.96,-428.1,211.6
1615,887.7,54914.01,-427.1,211.8
1616,888.25,54960.78,-430,211.3
1617,888.8,55006.8,-422,212.6
1618,889.35,55051.02,-423.8,212.4
1619,889.9,55094.29,-423,212.5
1620,890.45,55137.46,-420.5,212.9
1621,891,55179.79,-430.3,211.3
1622,891.55,55227.31,-429.5,211.4
1623,892.1,55275.27,-429.2,211.5
1624,892.65,55323.52,-432.5,210.9
1625,893.2,55373.32,-432.5,210.9
1626,893.75,55423.07,-428.8,211.5
1627,894.3,55471.91,-433.8,210.7
1628,894.85,55522.79,-435.5,210.4
1629,895.4,55574.93,-432.3,211
1630,895.95,55625.62,-432.4,210.9
1631,896.5,55674.6,-423.6,212.4
1632,897.05,55720.22,-427.6,211.7
1633,897.6,55766.3,-428.6,211.6
1634,898.15,55812.7,-424.8,212.2
1635,898.7,55857.6,-422.7,212.5
1636,899.25,55902.28,-429.6,211.4
1637,899.8,55949.14,-428.9,211.5
1638,900.35,55996.3,-424.2,212.3
1639,900.9,56041.52,-430.3,211.3
1640,901.45,56089.79,-429.1,211.5
1641,902,56137.64,-426,212
1642,902.55,56183.3,-427.5,211.7
1643,903.1,56230.5,-434.9,210.5
1644,903.65,56282.05,-428.7,211.5
1645,904.2,56330.04,-428.6,211.6
1646,904.75,56377.61,-428.8,211.5
1647,905.3,56425.6,-431.1,211.1
1648,905.85,56474.97,-432.2,211
1649,906.4,56525.7,-435.5,210.4
1650,906.95,56578.72,-438,210
1651,907.5,56633.58,-431.9,211
1652,908.05,56684.11,-432.1,211
1653,908.6,56734.66,-436.8,210.2
1654,909.15,56788.98,-438.3,210
1655,909.7,56843.66,-428.4,211.6
1656,910.25,56893.26,-440.1,209.7
1657,910.8,56948.4,-432.2,211
1658,911.35,57000.04,-431.7,211
1659,911.9,57049.55,-427,211.8
1660,912.45,57097.11,-429.2,211.5
1661,913,57145.92,-436.5,210.2
1662,913.55,57197.99,-427.7,211.7
1663,914.1,57246.61,-429.9,211.3
1664,914.65,57295.21,-430.5,211.2
1665,915.2,57344.52,-431.2,211.1
1666,915.75,57393.95,-427.7,211.7
1667,916.3,57441.39,-426.6,211.9
1668,916.85,57487.95,-433.6,210.7
1669,917.4,57539.34,-427,211.8
1670,917.95,57586.31,-431,211.2
1671,918.5,57636.03,-426,212
1672,919.05,57681.91,-424.6,212.2
1673,919.6,57727.23,-427.2,211.8
1674,920.15,57772.52,-419.7,213
1675,920.7,57816.89,-428.8,211.5
1676,921.25,57862.46,-425.3,212.1
1677,921.8,57908.76,-426,212
1678,922.35,57953.9,-422.1,212.6
1679,922.9,57997.37,-418.9,213.1
1680,923.45,58039.02,-423.7,212.4
1681,924,58082.88,-417.5,213.4
1682,924.55,58124.02,-421.9,212.6
1683,925.1,58166.32,-421.2,212.8
1684,925.65,58211.71,-434.6,210.6
1685,926.2,58260.4,-427.7,211.7
1686,926.75,58308.32,-423.5,212.4
1687,927.3,58353.21,-422.2,212.6
1688,927.85,58397.41,-426.3,211.9
1689,928.4,58443.31,-427.4,211.7
1690,928.95,58490.12,-422.6,212.5
1691,929.5,58533.96,-419,213.1
1692,930.05,58576.62,-429.4,211.4
1693,930.6,58624.3,-430.7,211.2
1694,931.15,58673.62,-428.6,211.5
1695,931.7,58721.52,-425,212.1
1696,932.25,58767.59,-424.8,212.2
1697,932.8,58812.69,-423.4,212.4
1698,933.35,58857.5,-424.2,212.3
1699,933.9,58901.39,-419,213.1
1700,934.45,58944.47,-427,211.8
1701,935,58990.2,-419.2,213.1
1702,935.55,59032.36,-423.4,212.4
1703,936.1,59075.2,-413.9,214
1704,936.65,59116.41,-423.7,212.3
1705,937.2,59157.86,-417.6,213.3
1706,937.75,59199.42,-416.9,213.5
1707,938.3,59239.87,-422.6,212.5
1708,938.85,59283.47,-421.4,212.7
1709,939.4,59327.15,-426,212
1710,939.95,59371.3,-416.3,213.6
1711,940.5,59412.37,-414.9,213.8
1712,941.05,59452.11,-418.5,213.2
1713,941.6,59492.79,-420,212.9
1714,942.15,59534.86,-421.2,212.7
1715,942.7,59577.29,-416.6,213.5
1716,943.25,59618.91,-422.9,212.5
1717,943.8,59661.82,-422.1,212.6
1718,944.35,59706.03,-423.8,212.3
1719,944.9,59750.33,-422,212.6
1720,945.45,59794.35,-422.7,212.5
1721,946,59838.43,-422.1,212.6
1722,946.55,59882.17,-421.5,212.7
1723,947.1,59925.3,-419.7,213
1724,947.65,59967.62,-419.4,213
1725,948.2,60011.64,-429.8,211.3
1726,948.75,60055.88,-414.3,213.9
1727,949.3,60098.79,-424.2,212.2
1728,949.85,60142.68,-424.8,212.1
1729,950.4,60188.67,-431.1,211.1
1730,950.95,60238.74,-423.8,212.3
1731,951.5,60283.93,-416,213.6
1732,952.05,60325.15,-424.9,212.1
1733,952.6,60370.16,-426.5,211.9
1734,953.15,60416.6,-424.3,212.2
1735,953.7,60462.12,-422.2,212.6
1736,954.25,60508.09,-430.1,211.3
1737,954.8,60556.23,-428.6,211.5
1738,955.35,60603.56,-419,213.1
1739,955.9,60647.65,-422.5,212.5
1740,956.45,60691.46,-422.6,212.5
1741,957,60735.82,-421.4,212.7
1742,957.55,60780.1,-430.8,211.1
1743,958.1,60829.5,-425.2,212.1
1744,958.65,60876.66,-427.8,211.6
1745,959.2,60924.57,-427.1,211.8
1746,959.75,60973,-430.6,211.2
1747,960.3,61023.12,-431.1,211.1
1748,960.85,61073.68,-428.6,211.5
1749,961.4,61122.82,-427,211.8
1750,961.95,61171.66,-432,210.9
1751,962.5,61222.13,-428.9,211.5
1752,963.05,61271.19,-424.5,212.2
1753,963.6,61318.93,-430.6,211.2
1754,964.15,61367.92,-427.4,211.7
1755,964.7,61415.91,-423.4,212.4
1756,965.25,61461.53,-421.7,212.6
1757,965.8,61507.53,-430.4,211.2
1758,966.35,61556.01,-428.5,211.5
1759,966.9,61605.86,-430.5,211.2
1760,967.45,61656.52,-432.2,210.9
1761,968,61707.34,-427.1,211.7
1762,968.55,61756.12,-425.7,212
1763,969.1,61804.14,-429.8,211.3
1764,969.65,61854.32,-433.7,210.7
1765,970.2,61905.46,-425.5,212
1766,970.75,61954.7,-429.8,211.3
1767,971.3,62003.83,-428.1,211.6
1768,971.85,62053.36,-429.5,211.3
1769,972.4,62103.43,-430.9,211.1
1770,972.95,62154.48,-431.3,211.1
1771,973.5,62205.55,-429,211.4
1772,974.05,62257.05,-435.7,210.3
1773,974.6,62310.51,-432.6,210.8
1774,975.15,62363.1,-428.7,211.5
1775,975.7,62413.98,-431.6,211
1776,976.25,62465.75,-433.6,210.7
1777,976.8,62518.77,-432.1,210.9
1778,977.35,62571.2,-430.5,211.2
1779,977.9,62622.91,-432.7,210.8
1780,978.45,62675.68,-433.6,210.7
1781,979,62729.62,-437.2,210.1
1782,979.55,62786.31,-436.3,210.2
1783,980.1,62842.99,-440.7,209.5
1784,980.65,62902.05,-436,210.3
1785,981.2,62958.61,-434.6,210.5
1786,981.75,63013.77,-435.3,210.4
1787,982.3,63069.18,-436.1,210.2
1788,982.85,63125.52,-438.6,209.8
1789,983.4,63183.74,-440.2,209.6
1790,983.95,63243.56,-438.4,209.9
1791,984.5,63300.73,-430.4,211.2
1792,985.05,63355.27,-440.5,209.5
1793,985.6,63413.71,-440.4,209.5
1794,986.15,63474.03,-440.1,209.6
1795,986.7,63534.1,-438.2,209.9
1796,987.25,63592.26,-436.4,210.2
1797,987.8,63650.02,-442.1,209.3
1798,988.35,63711.55,-443.9,209
1799,988.9,63774.4,-438.6,209.8
1800,989.45,63833.86,-437.5,210
1801,990,63892.85,-450.1,207.9
1802,990.55,63960.85,-442.7,209.2
1803,991.1,64025.16,-442.4,209.2
1804,991.65,64087.83,-443.6,209
1805,992.2,64151.11,-440.8,209.5
1806,992.75,64213.04,-442.9,209.1
1807,993.3,64275.57,-441.4,209.4
1808,993.85,64337.41,-440.1,209.6
1809,994.4,64397.55,-438,209.9
1810,994.95,64454.43,-428.2,211.5
1811,995.5,64506.12,-427.8,211.6
1812,996.05,64557.63,-437.1,210.1
1813,996.6,64611.23,-426.7,211.8
1814,997.15,64664.57,-440.3,209.5
1815,997.7,64721.55,-434.3,210.5
1816,998.25,64777.68,-434.2,210.6
1817,998.8,64832.61,-429.7,211.3
1818,999.35,64884.15,-431.9,210.9
1819,999.9,64937.45,-438.3,209.9
1820,1000.45,64996.66,-441.6,209.3
1821,1001,65057.54,-437.4,210
1822,1001.55,65116.96,-439.8,209.6
1823,1002.1,65177.35,-443.1,209.1
1824,1002.65,65240.5,-439.4,209.7
1825,1003.2,65300.45,-436.6,210.2
1826,1003.75,65359.1,-440.1,209.6
1827,1004.3,65419.54,-441.9,209.3
1828,1004.85,65481.62,-437.6,210
1829,1005.4,65540.73,-442.7,209.2
1830,1005.95,65602.83,-437,210.1
1831,1006.5,65663.05,-443.3,209.1
1832,1007.05,65725.72,-441.3,209.4
1833,1007.6,65788.09,-440.2,209.6
1834,1008.15,65849.3,-440.6,209.5
1835,1008.7,65909.3,-433.5,210.7
1836,1009.25,65965.74,-434.2,210.6
1837,1009.8,66022.88,-446,208.6
1838,1010.35,66087.94,-437.4,210
1839,1010.9,66147.48,-441.5,209.4
1840,1011.45,66208.99,-439.3,209.7
1841,1012,66270.34,-442.2,209.2
1842,1012.55,66333.24,-443.9,209
1843,1013.1,66397.72,-440.1,209.6
1844,1013.65,66460.48,-444.8,208.8
1845,1014.2,66524.7,-438.1,209.9
1846,1014.75,66584.99,-441.4,209.4
1847,1015.3,66647.98,-443.6,209
1848,1015.85,66712.84,-445,208.8
1849,1016.4,66778.52,-440.1,209.6
1850,1016.95,66840.67,-443.2,209.1
1851,1017.5,66905.41,-445,208.8
1852,1018.05,66971.49,-444.4,208.9
1853,1018.6,67037.45,-442.5,209.2
1854,1019.15,67102.17,-446.4,208.5
1855,1019.7,67168.94,-442.7,209.2
1856,1020.25,67233.83,-442.2,209.2
1857,1020.8,67297.33,-440.5,209.5
1858,1021.35,67359.89,-441.8,209.3
1859,1021.9,67421.87,-434.6,210.5
1860,1022.45,67480.23,-445.9,208.6
1861,1023,67546.31,-439.6,209.7
1862,1023.55,67608.18,-438.3,209.9
1863,1024.1,67669.24,-442.9,209.1
1864,1024.65,67733.09,-443,209.1
1865,1025.2,67797.21,-438.6,209.8
1866,1025.75,67858.85,-441.7,209.3
1867,1026.3,67922.29,-445.4,208.7
1868,1026.85,67988.89,-440.6,209.5
1869,1027.4,68052.18,-444.1,208.9
1870,1027.95,68117.46,-443.3,209.1
1871,1028.5,68182.92,-444.4,208.9
1872,1029.05,68248.79,-440.9,209.5
1873,1029.6,68312.25,-441.2,209.4
1874,1030.15,68375.73,-444.2,208.9
1875,1030.7,68441.36,-440.5,209.5
1876,1031.25,68503.09,-434.6,210.5
1877,1031.8,68562.52,-442.5,209.2
1878,1032.35,68625.52,-442.6,209.2
1879,1032.9,68690.27,-443.8,209
1880,1033.45,68753.66,-430.5,211.2
1881,1034,68811.41,-441.1,209.4
1882,1034.55,68872.2,-439.5,209.7
1883,1035.1,68934.06,-437.5,210
1884,1035.65,68994.38,-442.3,209.2
1885,1036.2,69059.06,-445.8,208.7
1886,1036.75,69126.57,-445.1,208.8
1887,1037.3,69194.12,-443.9,209
1888,1037.85,69258.69,-434.7,210.5
1889,1038.4,69317.97,-436.2,210.2
1890,1038.95,69376.24,-435.5,210.4
1891,1039.5,69434.29,-433.5,210.7
1892,1040.05,69490.74,-436.9,210.1
1893,1040.6,69549.45,-434.6,210.5
1894,1041.15,69608.06,-439.7,209.7
1895,1041.7,69668.66,-436.9,210.1
1896,1042.25,69729.24,-444.7,208.8
1897,1042.8,69795.61,-441.9,209.3
1898,1043.35,69860.4,-441.7,209.3
1899,1043.9,69925.31,-446.5,208.5
1900,1044.45,69993.61,-441.3,209.4
1901,1045,70059.09,-446.3,208.6
1902,1045.55,70126.72,-440.7,209.5
1903,1046.1,70190.94,-443.6,209
1904,1046.65,70256.85,-442.2,209.3
1905,1047.2,70321.97,-441.6,209.4
1906,1047.75,70386.3,-431.7,211
1907,1048.3,70441.96,-439.2,209.7
1908,1048.85,70503.59,-441.1,209.4
1909,1049.4,70566.64,-438.3,209.9
1910,1049.95,70627.33,-429.6,211.3
1911,1050.5,70681.65,-433.7,210.7
1912,1051.05,70738.15,-431.8,211
1913,1051.6,70793.77,-435.9,210.3
1914,1052.15,70852.49,-437.6,210
1915,1052.7,70911.81,-433.2,210.7
1916,1053.25,70969.32,-434.4,210.5
1917,1053.8,71026.38,-432.3,210.9
1918,1054.35,71082.35,-434.6,210.5
1919,1054.9,71139.64,-429,211.4
1920,1055.45,71192.71,-428.2,211.6
1921,1056,71245.63,-433.6,210.7
1922,1056.55,71300.48,-425.9,211.9
1923,1057.1,71352.49,-428.4,211.5
1924,1057.65,71404.3,-427.9,211.6
1925,1058.2,71456.12,-426.7,211.8
1926,1058.75,71505.91,-419.4,213
1927,1059.3,71553.57,-424.5,212.2
1928,1059.85,71601.38,-421.9,212.6
1929,1060.4,71649.08,-422,212.6
1930,1060.95,71695.91,-418.5,213.2
1931,1061.5,71741.35,-421.2,212.7
1932,1062.05,71787.89,-421.4,212.7
1933,1062.6,71834.8,-424.1,212.2
1934,1063.15,71883.7,-420.7,212.8
1935,1063.7,71930.99,-434.7,210.5
1936,1064.25,71988.23,-432,210.9
1937,1064.8,72042.79,-419.7,213
1938,1065.35,72090.59,-430.9,211.1
1939,1065.9,72144.12,-426.8,211.8
1940,1066.45,72195.73,-425.6,212
1941,1067,72246.05,-424.4,212.2
1942,1067.55,72295.62,-424.6,212.2
1943,1068.1,72345.94,-430.7,211.2
1944,1068.65,72399.98,-431.6,211
1945,1069.2,72454.86,-429.1,211.4
1946,1069.75,72508.79,-429.7,211.3
1947,1070.3,72561.27,-423.5,212.3
1948,1070.85,72612.29,-428.7,211.5
1949,1071.4,72664.46,-429.5,211.4
1950,1071.95,72717.86,-428.4,211.5
1951,1072.5,72771.23,-430.5,211.2
1952,1073.05,72825.47,-429.9,211.3
1953,1073.6,72879.55,-428.1,211.6
1954,1074.15,72932.45,-431.1,211.1
1955,1074.7,72987.59,-432.3,210.9
1956,1075.25,73043.64,-430.2,211.3
1957,1075.8,73099.45,-437,210.1
1958,1076.35,73157.88,-430.9,211.1
1959,1076.9,73214.86,-434.2,210.6
1960,1077.45,73272.08,-432.5,210.9
1961,1078,73329.41,-438.2,209.9
1962,1078.55,73391.34,-442.2,209.3
1963,1079.1,73456.01,-436.2,210.3
1964,1079.65,73517.59,-437.7,210
1965,1080.2,73579,-438.8,209.9
1966,1080.75,73641.57,-438,210
1967,1081.3,73703,-434.8,210.5
1968,1081.85,73762.34,-434.5,210.6
1969,1082.4,73820.99,-434.7,210.5
1970,1082.95,73879.61,-433.4,210.7
1971,1083.5,73937.23,-431.9,211
1972,1084.05,73993.81,-434.9,210.5
1973,1084.6,74051.31,-428.4,211.6
1974,1085.15,74105.98,-430.3,211.3
1975,1085.7,74159.93,-428,211.6
1976,1086.25,74213.14,-427.6,211.7
1977,1086.8,74266.97,-434.3,210.6
1978,1087.35,74322.88,-425.9,212
1979,1087.9,74375.91,-431.6,211.1
1980,1088.45,74430.98,-427.7,211.7
1981,1089,74483.98,-433.4,210.8
1982,1089.55,74540.68,-422.1,212.6
1983,1090.1,74590.27,-430.5,211.2
1984,1090.65,74644.3,-426.4,211.9
1985,1091.2,74696.36,-426.4,211.9
1986,1091.75,74747.86,-425.7,212
1987,1092.3,74799.5,-428.8,211.5
1988,1092.85,74851.99,-425.3,212.1
1989,1093.4,74903.27,-424.9,212.2
1990,1093.95,74951.8,-414.2,213.9
1991,1094.5,74997.11,-421.4,212.7
1992,1095.05,75043.82,-422.2,212.6
1993,1095.6,75092.02,-422.4,212.6
1994,1096.15,75140.15,-418,213.3
1995,1096.7,75185.66,-423.3,212.4
1996,1097.25,75234.73,-416.1,213.6
1997,1097.8,75278.93,-419.4,213.1
1998,1098.35,75325.48,-424.3,212.3
1999,1098.9,75374.07,-418.6,213.2
2000,1099.45,75420.76,-420,213
2001,1100,75467.02,-418.9,213.2
2002,1100.55,75512.52,-415.9,213.7
2003,1101.1,75555.73,-410.1,214.6
2004,1101.65,75597.69,-416.9,213.5
2005,1102.2,75640.88,-413.5,214.1
2006,1102.75,75683.32,-415.7,213.7
2007,1103.3,75727.63,-422.7,212.6
2008,1103.85,75775.55,-420.9,212.8
2009,1104.4,75823.27,-420.7,212.9
2010,1104.95,75871.12,-423.5,212.4
2011,1105.5,75919.84,-421.2,212.8
2012,1106.05,75968.84,-425.9,212
2013,1106.6,76018.51,-420.3,213
2014,1107.15,76068.18,-429.3,211.5
2015,1107.7,76120.52,-426.6,211.9
2016,1108.25,76172.84,-424.4,212.3
2017,1108.8,76223.53,-424.2,212.3
2018,1109.35,76273.91,-425.2,212.2
2019,1109.9,76324.91,-425.9,212
2020,1110.45,76376.4,-425.3,212.1
2021,1111,76428.02,-429.1,211.5
2022,1111.55,76482.08,-429.4,211.5
2023,1112.1,76536.7,-426.7,211.9
2024,1112.65,76589.41,-431.2,211.2
2025,1113.2,76645.12,-428.6,211.6
2026,1113.75,76700.38,-434,210.7
2027,1114.3,76757.64,-430.2,211.3
2028,1114.85,76814.8,-435.2,210.5
2029,1115.4,76874.26,-437.3,210.2
2030,1115.95,76936.16,-434.2,210.7
2031,1116.5,76994.91,-430.2,211.4
2032,1117.05,77051.18,-431.6,211.1
2033,1117.6,77107,-427.9,211.7
2034,1118.15,77161.16,-427.5,211.8
2035,1118.7,77215.8,-434.8,210.6
2036,1119.25,77273.68,-431.2,211.2
2037,1119.8,77330.61,-430.2,211.4
2038,1120.35,77386.21,-426.3,212
2039,1120.9,77438.53,-427.4,211.8
2040,1121.45,77492.7,-438.4,210
2041,1122,77552.72,-425.7,212.1
2042,1122.55,77607.9,-431.7,211.1
2043,1123.1,77662.61,-426.4,212
2044,1123.65,77716.32,-428.1,211.7
2045,1124.2,77770.63,-433,210.9
2046,1124.75,77827.92,-431.6,211.1
2047,1125.3,77885.04,-429.8,211.4
2048,1125.85,77940.52,-431.3,211.2
2049,1126.4,77996.55,-427.2,211.9
2050,1126.95,78050.09,-426.3,212
2051,1127.5,78102.57,-426.1,212.1
2052,1128.05,78154.91,-426.7,212
2053,1128.6,78208.31,-430.7,211.3
2054,1129.15,78261.71,-420.9,212.9
2055,1129.7,78313.07,-428.3,211.7
2056,1130.25,78364.95,-424.6,212.3
2057,1130.8,78416.56,-424,212.4
2058,1131.35,78467.89,-427.9,211.8
2059,1131.9,78521.75,-432.6,211
2060,1132.45,78578.66,-428.7,211.6
2061,1133,78633.6,-428.9,211.6
2062,1133.55,78688.48,-432.4,211
2063,1134.1,78746.24,-432.5,211
2064,1134.65,78803.99,-431.1,211.3
2065,1135.2,78860.46,-428.5,211.7
2066,1135.75,78915.77,-430.4,211.4
2067,1136.3,78971.27,-428.9,211.6
2068,1136.85,79026.43,-429.9,211.5
2069,1137.4,79081.77,-425.9,212.1
2070,1137.95,79134.23,-427.5,211.9
2071,1138.5,79187.91,-430.1,211.4
2072,1139.05,79243.13,-424.4,212.4
2073,1139.6,79294.77,-424.8,212.3
2074,1140.15,79347.52,-434.8,210.7
2075,1140.7,79405.48,-430.2,211.4
2076,1141.25,79460.71,-421.8,212.8
2077,1141.8,79511.75,-424,212.5
2078,1142.35,79562.65,-427.1,211.9
2079,1142.9,79615.38,-427.2,211.9
2080,1143.45,79667.91,-422.4,212.7
2081,1144,79718.61,-424.4,212.4
2082,1144.55,79769.12,-423.1,212.6
2083,1145.1,79818.84,-419.9,213.1
2084,1145.65,79867.15,-421,213
2085,1146.2,79916.73,-428.4,211.7
2086,1146.75,79968.85,-422.9,212.6
2087,1147.3,80020.01,-424.3,212.4
2088,1147.85,80070.88,-424.5,212.4
2089,1148.4,80123.39,-433.5,210.9
2090,1148.95,80180.29,-420.6,213
2091,1149.5,80229.9,-426.9,212
2092,1150.05,80282.46,-421.3,212.9
2093,1150.6,80331.76,-428.2,211.8
2094,1151.15,80385.85,-417.1,213.6
2095,1151.7,80431.56,-419.8,213.2
2096,1152.25,80478.94,-419.1,213.3
2097,1152.8,80526.63,-424.1,212.5
2098,1153.35,80576.62,-420.3,213.1
2099,1153.9,80626,-428.4,211.8
2100,1154.45,80678.79,-418.8,213.3
2101,1155,80727.32,-426.6,212.1
2102,1155.55,80778.62,-416.1,213.8
2103,1156.1,80824.3,-414.9,214
2104,1156.65,80870.02,-424.1,212.5
2105,1157.2,80919,-421.4,212.9
2106,1157.75,80968.71,-423.3,212.6
2107,1158.3,81019.16,-425.3,212.3
2108,1158.85,81070.61,-423.4,212.6
2109,1159.4,81120.88,-419.8,213.2
2110,1159.95,81169.23,-420.2,213.1
2111,1160.5,81217.17,-420.1,213.1
2112,1161.05,81263.82,-413.4,214.2
2113,1161.6,81310.66,-426.5,212.1
2114,1162.15,81359.41,-418.4,213.4
2115,1162.7,81408.61,-423.1,212.7
2116,1163.25,81456.76,-416.9,213.7
2117,1163.8,81504.16,-420.2,213.1
2118,1164.35,81552,-422.3,212.8
2119,1164.9,81601.12,-420.8,213
2120,1165.45,81649.99,-421,213
2121,1166,81698.53,-419.9,213.2
2122,1166.55,81746.21,-417,213.7
2123,1167.1,81792.51,-418.7,213.4
2124,1167.65,81839.52,-421.6,212.9
2125,1168.2,81888.4,-417.7,213.6
2126,1168.75,81934.86,-418.9,213.4
2127,1169.3,81982.23,-423.9,212.5
2128,1169.85,82033.02,-419.2,213.3
2129,1170.4,82080.88,-423.8,212.6
2130,1170.95,82131.63,-422.5,212.8
2131,1171.5,82181.58,-419.1,213.3
2132,1172.05,82229.51,-423.8,212.6
2133,1172.6,82280.34,-424.6,212.4
2134,1173.15,82331.91,-421.1,213
2135,1173.7,82380.91,-418.7,213.4
2136,1174.25,82427.73,-414.2,214.1
2137,1174.8,82472.42,-416.9,213.7
2138,1175.35,82518.77,-422.4,212.8
2139,1175.9,82567.8,-422.1,212.8
2140,1176.45,82616.7,-417,213.7
2141,1177,82663.56,-417,213.7
2142,1177.55,82709.46,-417,213.7
2143,1178.1,82755.88,-419.6,213.3
2144,1178.65,82800.9,-406.6,215.4
2145,1179.2,82842.87,-415.6,213.9
2146,1179.75,82886.74,-411,214.7
2147,1180.3,82928.98,-416,213.8
