bag,ztop,Year,Deuterium,temperature
719,394.9,13372.14,-412.9,214
720,395.45,13398.8,-408,214.8
721,396,13425.26,-410.8,214.4
722,396.55,13452.33,-414.8,213.7
723,397.1,13479.07,-408.7,214.7
724,397.65,13505.31,-408.5,214.7
725,398.2,13531.74,-411.8,214.2
726,398.75,13558.31,-412.8,214
727,399.3,13586.92,-419,213
728,399.85,13615.99,-417.5,213.2
729,400.4,13645.57,-414,213.8
730,400.95,13674.7,-416.6,213.4
731,401.5,13703.44,-410.8,214.3
732,402.05,13728.88,-403.4,215.6
733,402.6,13754.68,-413.7,213.9
734,403.15,13781.72,-410.2,214.4
735,403.7,13809.46,-415.9,213.5
736,404.25,13837.9,-416.8,213.3
737,404.8,13867.48,-417.3,213.3
738,405.35,13897.16,-417.1,213.3
739,405.9,13926.49,-411.9,214.1
740,406.45,13955.25,-415.5,213.6
741,407,13983.71,-413.4,213.9
742,407.55,14010.23,-405,215.3
743,408.1,14037.02,-417.2,213.3
744,408.65,14064.75,-405.5,215.2
745,409.2,14092.36,-414.3,213.7
746,409.75,14119.86,-414.8,213.7
747,410.3,14148.01,-412,214.1
748,410.85,14175.93,-407.5,214.9
749,411.4,14201.13,-403.4,215.5
750,411.95,14226.09,-402.3,215.7
751,412.5,14250.33,-405.9,215.1
752,413.05,14275.41,-410.4,214.4
753,413.6,14302.23,-410.8,214.3
754,414.15,14329.59,-413.4,213.9
755,414.7,14357.42,-406,215.1
756,415.25,14382.58,-402.6,215.6
757,415.8,14407.18,-404.3,215.4
758,416.35,14432.36,-406.9,214.9
759,416.9,14457.61,-411.2,214.2
760,417.45,14481.38,-392.2,217.4
761,418,14505.15,-397.7,216.4
762,418.55,14527.75,-399.1,216.2
763,419.1,14550.38,-402.3,215.7
764,419.65,14574.16,-401.1,215.9
765,420.2,14598.07,-403.9,215.4
766,420.75,14622.47,-401.2,215.9
767,421.3,14646.96,-418.2,213.1
768,421.85,14676,-408.8,214.6
769,422.4,14704.38,-402.3,215.7
770,422.95,14730.19,-411.1,214.2
771,423.5,14756.86,-411.1,214.2
772,424.05,14784.63,-407.3,214.9
773,424.6,14812.63,-413.6,213.8
774,425.15,14840.77,-411.2,214.2
775,425.7,14870.37,-418.6,213
776,426.25,14900.26,-415.7,213.5
777,426.8,14930.62,-411.3,214.2
778,427.35,14960.48,-416.2,213.4
779,427.9,14990.06,-412.6,214
780,428.45,15018.36,-407.6,214.8
781,429,15046.54,-410.1,214.4
782,429.55,15074.44,-411.6,214.1
783,430.1,15102.19,-407.5,214.8
784,430.65,15129.83,-409.9,214.4
785,431.2,15158.07,-411.3,214.2
786,431.75,15186.5,-419,212.9
787,432.3,15215.44,-399.4,216.1
788,432.85,15244.15,-413,213.9
789,433.4,15272.49,-416.4,213.3
790,433.95,15302.84,-416.3,213.3
791,434.5,15333.82,-410,214.4
792,435.05,15362.43,-410.7,214.3
793,435.6,15391.33,-412.7,213.9
794,436.15,15420.67,-411.8,214.1
795,436.7,15450.4,-414.2,213.7
796,437.25,15480.43,-416.6,213.3
797,437.8,15512.55,-420,212.7
798,438.35,15545.07,-418.5,213
799,438.9,15577.98,-419.6,212.8
800,439.45,15611.07,-418.7,212.9
801,440,15644.29,-420.1,212.7
802,440.55,15677.61,-419.8,212.8
803,441.1,15710.08,-414,213.7
804,441.65,15742.04,-416.2,213.3
805,442.2,15773.44,-417.6,213.1
806,442.75,15806.53,-421.6,212.5
807,443.3,15839.68,-416.6,213.3
808,443.85,15872.64,-423.8,212.1
809,444.4,15906.34,-414.2,213.7
810,444.95,15939.49,-417.8,213.1
811,445.5,15971.69,-416.9,213.2
812,446.05,16004.4,-419.1,212.9
813,446.6,16037.26,-417.3,213.2
814,447.15,16070.16,-419.1,212.9
815,447.7,16103.8,-420.3,212.7
816,448.25,16138.01,-422.5,212.3
817,448.8,16172.96,-417.7,213.1
818,449.35,16207.54,-425.4,211.8
819,449.9,16242.43,-420.8,212.6
820,450.45,16277.79,-421.1,212.5
821,451,16313.09,-424.1,212
822,451.55,16349.64,-426.8,211.6
823,452.1,16387.08,-425.9,211.7
824,452.65,16424.58,-420.9,212.6
825,453.2,16459.91,-421.9,212.4
826,453.75,16495.13,-421.7,212.4
827,454.3,16530.58,-422.6,212.3
828,454.85,16567.49,-429.8,211.1
829,455.4,16605.38,-423.9,212.1
830,455.95,16642.97,-421.9,212.4
831,456.5,16678.96,-425.8,211.7
832,457.05,16716.73,-426,211.7
833,457.6,16754.66,-425.7,211.8
834,458.15,16792.74,-426.4,211.6
835,458.7,16831.21,-434.2,210.4
836,459.25,16873.32,-427.5,211.5
837,459.8,16913.68,-429.9,211.1
838,460.35,16953.46,-428.1,211.4
839,460.9,16993.2,-426.1,211.7
840,461.45,17032.33,-438.3,209.7
841,462,17076.79,-429.4,211.1
842,462.55,17119.2,-434.5,210.3
843,463.1,17161.89,-433.9,210.4
844,463.65,17205.5,-434.6,210.3
845,464.2,17249.87,-439.3,209.5
846,464.75,17295.87,-431.6,210.8
847,465.3,17338.46,-432,210.7
848,465.85,17381.22,-435.5,210.1
849,466.4,17424.3,-429.4,211.1
850,466.95,17467.55,-437.2,209.9
851,467.5,17510.53,-429.5,211.1
852,468.05,17554,-441.5,209.1
853,468.6,17601.29,-436.2,210
854,469.15,17647.04,-435.6,210.1
855,469.7,17692.32,-439.9,209.4
856,470.25,17739.56,-435.5,210.1
857,470.8,17785.68,-439.7,209.4
858,471.35,17833.5,-442.5,209
859,471.9,17883.11,-442.1,209
860,472.45,17933.08,-442.1,209
861,473,17983.29,-443.5,208.8
862,473.55,18032.2,-433.9,210.4
863,474.1,18079.06,-439,209.6
864,474.65,18126.67,-443.7,208.8
865,475.2,18176.12,-438.6,209.6
866,475.75,18224.53,-438.4,209.7
867,476.3,18272.6,-442.5,209
868,476.85,18322.73,-444.2,208.7
869,477.4,18374.23,-443.1,208.9
870,477.95,18425.09,-440.5,209.3
871,478.5,18474.59,-440.7,209.3
872,479.05,18523.66,-438.8,209.6
873,479.6,18571.87,-440.3,209.3
874,480.15,18620.91,-441.9,209.1
875,480.7,18671.15,-441.7,209.1
876,481.25,18721.36,-441.4,209.2
877,481.8,18771.38,-442.3,209
878,482.35,18822.08,-441.6,209.1
879,482.9,18872.55,-447.4,208.2
880,483.45,18927.18,-437.2,209.8
881,484,18974.5,-440.8,209.3
882,484.55,19023.72,-436.5,210
883,485.1,19071.69,-444.8,208.6
884,485.65,19123.08,-440.5,209.3
885,486.2,19173.54,-442.9,208.9
886,486.75,19224.53,-441.4,209.2
887,487.3,19274.81,-439.3,209.5
888,487.85,19324.6,-443.4,208.8
889,488.4,19375.06,-438.2,209.7
890,488.95,19425.37,-446,208.4
891,489.5,19477.28,-441.3,209.2
892,490.05,19527.59,-435.8,210.1
893,490.6,19577.27,-447.9,208.1
894,491.15,19630.14,-444.6,208.6
895,491.7,19682.4,-436.3,210
896,492.25,19731.97,-442.5,209
897,492.8,19782.12,-441.3,209.2
898,493.35,19831.18,-432,210.7
899,493.9,19878.93,-442.6,209
900,494.45,19927.88,-438.7,209.6
901,495,19978.42,-445.1,208.6
902,495.55,20030.29,-440.2,209.4
903,496.1,20081.68,-443.8,208.8
904,496.65,20133.78,-443,208.9
905,497.2,20186.7,-446.5,208.3
906,497.75,20240.29,-441.5,209.1
907,498.3,20293.16,-446.5,208.3
908,498.85,20347.11,-444.9,208.6
909,499.4,20400.13,-438.9,209.6
910,499.95,20450.41,-438.3,209.7
911,500.5,20499.04,-436.4,210
912,501.05,20547.7,-442.4,209
913,501.6,20599.62,-448,208.1
914,502.15,20654.81,-444.2,208.7
915,502.7,20708.48,-441.7,209.1
916,503.25,20760.07,-439.5,209.5
917,503.8,20810.76,-442.1,209.1
918,504.35,20861.58,-437.5,209.8
919,504.9,20911.56,-444.1,208.7
920,505.45,20963.82,-440.6,209.3
921,506,21015.33,-442.5,209
922,506.55,21067.57,-443.5,208.8
923,507.1,21120.63,-443.7,208.8
924,507.65,21174.34,-446.5,208.3
925,508.2,21228.45,-438.8,209.6
926,508.75,21279.14,-438.3,209.7
927,509.3,21328.79,-441.2,209.2
928,509.85,21380.06,-442.3,209
929,510.4,21432.43,-443.3,208.9
930,510.95,21485.53,-443.2,208.9
931,511.5,21538.3,-439.5,209.5
932,512.05,21589.17,-441.5,209.2
933,512.6,21640.87,-441.8,209.1
934,513.15,21692.99,-442.2,209
935,513.7,21745.4,-441.7,209.1
936,514.25,21797.84,-446.3,208.4
937,514.8,21852.85,-440.9,209.3
938,515.35,21905.04,-442.5,209
939,515.9,21957.29,-437.8,209.8
940,516.45,22007,-439.7,209.5
941,517,22057.73,-445.6,208.5
942,517.55,22112.96,-445.7,208.5
943,518.1,22168,-440.6,209.3
944,518.65,22219.58,-436.9,209.9
945,519.2,22268.46,-432.8,210.6
946,519.75,22315.23,-446.1,208.4
947,520.3,22370.11,-443.7,208.8
948,520.85,22424.06,-438.8,209.6
949,521.4,22474.54,-443.3,208.9
950,521.95,22528.09,-446.2,208.4
951,522.5,22584.03,-442.9,208.9
952,523.05,22637.38,-439.2,209.5
953,523.6,22687.95,-437.7,209.8
954,524.15,22737.29,-436.2,210
955,524.7,22786.38,-442,209.1
956,525.25,22838.3,-440.3,209.4
957,525.8,22890.31,-443.1,208.9
958,526.35,22943.51,-442.2,209.1
959,526.9,22996.85,-444.4,208.7
960,527.45,23051.48,-445.4,208.5
961,528,23106.9,-443.5,208.8
962,528.55,23160.82,-438.3,209.7
963,529.1,23211.74,-445.8,208.5
964,529.65,23267.09,-445,208.6
965,530.2,23322.37,-435.6,210.1
966,530.75,23370.9,-440.3,209.4
967,531.3,23422.32,-442,209.1
968,531.85,23474.73,-437.9,209.8
969,532.4,23525.28,-440.8,209.3
970,532.95,23577.54,-445.1,208.6
971,533.5,23631.87,-439.5,209.5
972,534.05,23684.28,-445.5,208.5
973,534.6,23739.11,-441.7,209.1
974,535.15,23792.44,-443.3,208.9
975,535.7,23846.27,-441.9,209.1
976,536.25,23899.51,-444,208.8
977,536.8,23953.99,-442.9,209
978,537.35,24007.74,-440.2,209.4
979,537.9,24059.27,-436.1,210.1
980,538.45,24108.39,-438.6,209.7
981,539,24158.06,-434.9,210.3
982,539.55,24207.11,-439.5,209.5
983,540.1,24257.7,-440.7,209.3
984,540.65,24309.14,-438.3,209.7
985,541.2,24361.53,-447.2,208.2
986,541.75,24416.28,-441.8,209.1
987,542.3,24469.82,-439.3,209.5
988,542.85,24521.67,-441.3,209.2
989,543.4,24573.24,-437.7,209.8
990,543.95,24624.01,-438.9,209.6
991,544.5,24674.71,-439.9,209.5
992,545.05,24725.54,-437.4,209.9
993,545.6,24776.05,-439.3,209.6
994,546.15,24827.18,-441.4,209.2
995,546.7,24879.57,-441.8,209.1
996,547.25,24933.76,-448.1,208.1
997,547.8,24990.36,-445.4,208.6
998,548.35,25046.53,-443.4,208.9
999,548.9,25101.2,-442.8,209
1000,549.45,25156.38,-449.3,207.9
1001,550,25213.75,-443.8,208.8
1002,550.55,25269.07,-442.1,209.1
1003,551.1,25322.35,-440,209.4
1004,551.65,25374.23,-439.7,209.5
1005,552.2,25426.39,-444.3,208.7
1006,552.75,25480.47,-441.7,209.2
1007,553.3,25534.4,-446.2,208.4
1008,553.85,25590.59,-446.4,208.4
1009,554.4,25647.04,-433.5,210.5
1010,554.95,25694.95,-439.7,209.5
1011,555.5,25746.37,-445.2,208.6
1012,556.05,25801.77,-447.1,208.3
1013,556.6,25859.16,-446.2,208.4
1014,557.15,25915.9,-445.6,208.5
1015,557.7,25972.1,-445.2,208.6
1016,558.25,26027.78,-443.1,208.9
1017,558.8,26082.39,-444.9,208.6
1018,559.35,26137.34,-442.2,209.1
1019,559.9,26191.61,-444.9,208.6
1020,560.45,26246.9,-445.6,208.5
1021,561,26302.84,-444.9,208.7
1022,561.55,26357.99,-442,209.1
1023,562.1,26411.77,-442,209.1
1024,562.65,26465.99,-447.2,208.3
1025,563.2,26522.86,-448.9,208
1026,563.75,26581.49,-447.9,208.2
1027,564.3,26639.38,-443.2,208.9
1028,564.85,26694.14,-445.2,208.6
1029,565.4,26749.79,-445,208.6
1030,565.95,26805.4,-444,208.8
1031,566.5,26860.13,-443.2,208.9
1032,567.05,26914.15,-441.8,209.2
1033,567.6,26967.71,-447.2,208.3
1034,568.15,27024.55,-446.2,208.4
1035,568.7,27080.78,-443.2,208.9
1036,569.25,27136.39,-448.9,208
1037,569.8,27192.38,-439.6,209.5
1038,570.35,27246.1,-443.7,208.9
1039,570.9,27300.43,-447.3,208.3
1040,571.45,27355.73,-439.9,209.5
1041,572,27409.45,-445.2,208.6
1042,572.55,27464.21,-445.9,208.5
1043,573.1,27519.57,-441.1,209.3
1044,573.65,27573.59,-448.6,208.1
1045,574.2,27630.88,-445.9,208.5
1046,574.75,27687.13,-440.2,209.4
1047,575.3,27738.95,-445.8,208.5
1048,575.85,27794.73,-442.2,209.1
1049,576.4,27847.86,-443.7,208.9
1050,576.95,27902.21,-446,208.5
1051,577.5,27958.39,-447.4,208.3
1052,578.05,28015.52,-446.9,208.3
1053,578.6,28071.32,-440.5,209.4
1054,579.15,28124.51,-443.1,209
1055,579.7,28177.9,-444.6,208.7
1056,580.25,28232.96,-447.1,208.3
1057,580.8,28288.81,-443.8,208.9
1058,581.35,28343.76,-444.8,208.7
1059,581.9,28398.46,-444.5,208.8
1060,582.45,28453.35,-445.9,208.5
1061,583,28508.58,-441.6,209.2
1062,583.55,28560.96,-439,209.7
1063,584.1,28610.96,-435.9,210.2
1064,584.65,28659.43,-439.3,209.6
1065,585.2,28707.29,-427.6,211.5
1066,585.75,28753.49,-441.8,209.2
1067,586.3,28802.66,-440.5,209.4
1068,586.85,28853.61,-438.4,209.8
1069,587.4,28905.52,-449.5,207.9
1070,587.95,28960.6,-441.2,209.3
1071,588.5,29012.3,-433.4,210.6
1072,589.05,29059.07,-432.5,210.7
1073,589.6,29105.24,-438,209.8
1074,590.15,29153.47,-440,209.5
1075,590.7,29204.08,-442.8,209
1076,591.25,29254.96,-436.6,210.1
1077,591.8,29304.43,-439.2,209.6
1078,592.35,29354.92,-445.7,208.6
1079,592.9,29409.14,-447.8,208.2
1080,593.45,29464.33,-441.3,209.3
1081,594,29517.21,-443,209
1082,594.55,29570.09,-446.1,208.5
1083,595.1,29624.32,-443,209
1084,595.65,29676.76,-438.7,209.7
1085,596.2,29726.57,-439.8,209.5
1086,596.75,29775.6,-435.6,210.2
1087,597.3,29822.45,-433.4,210.6
1088,597.85,29868.77,-438.6,209.7
1089,598.4,29916.42,-438.1,209.8
1090,598.95,29964.86,-438,209.8
1091,599.5,30013.43,-439.7,209.6
1092,600.05,30063.33,-443.3,209
1093,600.6,30114.65,-441.4,209.3
1094,601.15,30165.61,-440,209.5
1095,601.7,30216.07,-442.2,209.2
1096,602.25,30266.02,-436.6,210.1
1097,602.8,30314.85,-439.8,209.6
1098,603.35,30363.06,-436.2,210.1
1099,603.9,30411.11,-438.9,209.7
1100,604.45,30458.95,-436.1,210.2
1101,605,30506.05,-435.1,210.3
1102,605.55,30552.36,-435.9,210.2
1103,606.1,30598.31,-430.8,211
1104,606.65,30642.05,-438.2,209.8
1105,607.2,30690.21,-431.8,210.9
1106,607.75,30734.07,-434.1,210.5
1107,608.3,30780.35,-443.2,209
1108,608.85,30831.27,-439.9,209.5
1109,609.4,30881.12,-437.1,210
1110,609.95,30928.98,-436.7,210.1
1111,610.5,30976.38,-437.1,210
1112,611.05,31023.83,-436.6,210.1
1113,611.6,31070.55,-433.5,210.6
1114,612.15,31116.73,-436.8,210.1
1115,612.7,31164.15,-440.1,209.5
1116,613.25,31214.63,-445.7,208.6
1117,613.8,31267.78,-443.4,209
1118,614.35,31320.94,-443,209
1119,614.9,31373.95,-445.9,208.6
1120,615.45,31427.01,-437.1,210
1121,616,31477.49,-447,208.4
1122,616.55,31531.41,-442.3,209.2
1123,617.1,31583.81,-441.9,209.2
1124,617.65,31635.04,-436.6,210.1
1125,618.2,31683.65,-446.5,208.5
1126,618.75,31738.08,-438.4,209.8
1127,619.3,31787.19,-441.2,209.4
1128,619.85,31838.14,-442,209.2
1129,620.4,31889.8,-442,209.2
1130,620.95,31941.53,-442.6,209.1
1131,621.5,31993.59,-440.1,209.5
1132,622.05,32043.89,-440.1,209.5
1133,622.6,32094.1,-440.1,209.5
1134,623.15,32144.31,-440.1,209.5
1135,623.7,32194.54,-440.1,209.5
1136,624.25,32244.26,-432.2,210.8
1137,624.8,32289.05,-439,209.7
1138,625.35,32338.36,-439.5,209.6
1139,625.9,32388.08,-438,209.9
1140,626.45,32437.02,-444,208.9
1141,627,32490.28,-446.6,208.5
1142,627.55,32545.79,-442.7,209.1
1143,628.1,32598.71,-443.8,208.9
1144,628.65,32652.54,-447.3,208.4
1145,629.2,32707.82,-443.5,209
1146,629.75,32761.08,-440.4,209.5
1147,630.3,32812.5,-441.4,209.3
1148,630.85,32863.55,-440.4,209.5
1149,631.4,32915.58,-446.3,208.5
1150,631.95,32968.91,-440.5,209.5
1151,632.5,33022.34,-449.3,208
1152,633.05,33078.15,-442.2,209.2
1153,633.6,33130.07,-431.9,210.9
1154,634.15,33176.31,-436.8,210.1
1155,634.7,33223.99,-440.3,209.5
1156,635.25,33273.59,-438,209.9
1157,635.8,33321.15,-429.3,211.3
1158,636.35,33366.41,-435.7,210.3
1159,636.9,33410.66,-428.3,211.5
1160,637.45,33455.36,-437.4,210
1161,638,33502.38,-438.9,209.7
1162,638.55,33551.44,-436.9,210.1
1163,639.1,33600.17,-439.9,209.6
1164,639.65,33649.7,-436.2,210.2
1165,640.2,33697.78,-437.3,210
1166,640.75,33745.71,-433.7,210.6
1167,641.3,33791.95,-441.2,209.4
1168,641.85,33842.91,-434.7,210.4
1169,642.4,33889.63,-435.6,210.3
1170,642.95,33937.04,-442.1,209.2
1171,643.5,33989.1,-445.8,208.6
1172,644.05,34044.5,-443.9,208.9
1173,644.6,34098.4,-443,209.1
1174,645.15,34152.14,-446.5,208.5
1175,645.7,34207.13,-442.6,209.1
1176,646.25,34259.89,-438.7,209.8
1177,646.8,34311.02,-442.7,209.1
1178,647.35,34362.51,-439.6,209.6
1179,647.9,34412.82,-436.2,210.2
1180,648.45,34461.01,-435.3,210.3
1181,649,34508.07,-434.7,210.4
1182,649.55,34554.36,-432.3,210.8
1183,650.1,34599.98,-435.5,210.3
1184,650.65,34646.59,-433.7,210.6
1185,651.2,34692.54,-432,210.9
1186,651.75,34737.43,-437,210.1
1187,652.3,34785.54,-435.5,210.3
1188,652.85,34833.13,-438,209.9
1189,653.4,34881.87,-436,210.2
1190,653.95,34929.71,-435.9,210.3
1191,654.5,34976.94,-433.5,210.6
1192,655.05,35024.68,-443.2,209.1
1193,655.6,35075.31,-435.8,210.3
1194,656.15,35124.73,-439.9,209.6
1195,656.7,35175.57,-444.5,208.8
1196,657.25,35229.53,-444.5,208.8
1197,657.8,35284.29,-444.5,208.8
1198,658.35,35339.03,-444.5,208.8
1199,658.9,35393.79,-444.5,208.8
1200,659.45,35448.29,-442.3,209.2
1201,660,35500.9,-438.5,209.8
1202,660.55,35551.7,-442.1,209.2
1203,661.1,35603.74,-441.2,209.4
1204,661.65,35656.56,-444.9,208.8
1205,662.2,35710.49,-441.9,209.3
1206,662.75,35762.61,-436.5,210.2
1207,663.3,35811.72,-435.5,210.3
1208,663.85,35860,-438.7,209.8
1209,664.4,35907.99,-431.6,211
1210,664.95,35954.86,-437.4,210
1211,665.5,36002.27,-433.8,210.6
1212,666.05,36049.01,-433.4,210.7
1213,666.6,36095.44,-438.3,209.9
1214,667.15,36144.25,-431.4,211
1215,667.7,36189.26,-431.7,211
1216,668.25,36234.43,-437.6,210
1217,668.8,36283.04,-435.6,210.3
1218,669.35,36330.64,-433.5,210.7
1219,669.9,36376.37,-429.5,211.3
1220,670.45,36420.93,-433.5,210.7
1221,671,36467.18,-437.9,209.9
1222,671.55,36514.93,-433.7,210.6
1223,672.1,36561.3,-429.9,211.3
1224,672.65,36606.04,-432.5,210.8
1225,673.2,36651.59,-436.5,210.2
1226,673.75,36699.5,-436.9,210.1
1227,674.3,36748.11,-435.8,210.3
1228,674.85,36795.52,-428.2,211.5
1229,675.4,36838.64,-438.6,209.8
1230,675.95,36888.76,-439.5,209.7
1231,676.5,36939.64,-434.3,210.5
1232,677.05,36986.41,-433.1,210.7
1233,677.6,37032.57,-434.8,210.5
1234,678.15,37080.23,-439.6,209.7
1235,678.7,37130.3,-436.6,210.2
1236,679.25,37180.07,-443,209.1
1237,679.8,37232.45,-435.3,210.4
1238,680.35,37280.87,-435.6,210.3
1239,680.9,37328.79,-436,210.3
1240,681.45,37376.93,-435.8,210.3
1241,682,37426.02,-442,209.3
1242,682.55,37477.84,-439.7,209.7
1243,683.1,37529.24,-438.8,209.8
1244,683.65,37579.68,-437.5,210
1245,684.2,37628.89,-434.6,210.5
1246,684.75,37676.48,-434.6,210.5
1247,685.3,37723.95,-436.1,210.3
1248,685.85,37772.2,-436.8,210.1
1249,686.4,37820.84,-435.9,210.3
1250,686.95,37868.92,-434.2,210.6
1251,687.5,37917.01,-438.3,209.9
1252,688.05,37965.91,-436.1,210.3
1253,688.6,38014.64,-435.3,210.4
1254,689.15,38063.5,-439.6,209.7
1255,689.7,38114.12,-440.7,209.5
1256,690.25,38165.76,-438.9,209.8
1257,690.8,38216.42,-436.7,210.2
1258,691.35,38264.41,-429.6,211.3
1259,691.9,38309.07,-427.3,211.7
1260,692.45,38352.83,-435.1,210.4
1261,693,38399.3,-434.9,210.5
1262,693.55,38446.93,-435,210.4
1263,694.1,38494.13,-427.3,211.7
1264,694.65,38537.04,-434.4,210.5
1265,695.2,38583.58,-428.6,211.5
1266,695.75,38628.04,-435.1,210.4
1267,696.3,38673.77,-428.6,211.5
1268,696.85,38719.43,-436.5,210.2
1269,697.4,38765.19,-428.7,211.5
1270,697.95,38810.27,-430.7,211.2
1271,698.5,38853.3,-423.8,212.3
1272,699.05,38894.37,-424.6,212.2
1273,699.6,38934.78,-425.2,212.1
1274,700.15,38974.4,-418.3,213.2
1275,700.7,39013.54,-426,211.9
1276,701.25,39052.15,-418.8,213.1
1277,701.8,39090.09,-415.4,213.7
1278,702.35,39126.34,-424.5,212.2
1279,702.9,39166.6,-430.6,211.2
1280,703.45,39210.05,-431,211.1
1281,704,39255.55,-434.8,210.5
1282,704.55,39300.89,-423.4,212.4
1283,705.1,39342.2,-420.5,212.8
1284,705.65,39381.23,-430.4,211.2
1285,706.2,39424.8,-431.1,211.1
1286,706.75,39470.16,-433.4,210.7
1287,707.3,39514.19,-422.5,212.5
1288,707.85,39557.07,-431.3,211.1
1289,708.4,39599.72,-425.3,212
1290,708.95,39641.65,-427,211.8
1291,709.5,39683.96,-429.8,211.3
1292,710.05,39727.55,-427.3,211.7
1293,710.6,39770.06,-425.9,211.9
1294,711.15,39811.84,-426,211.9
1295,711.7,39853.3,-425.6,212
1296,712.25,39894.93,-428.5,211.5
1297,712.8,39937.98,-430.7,211.2
1298,713.35,39983.01,-432.8,210.8
1299,713.9,40028.13,-424.4,212.2
1300,714.45,40070.61,-428.9,211.5
1301,715,40113,-427.1,211.8
1302,715.55,40155.59,-426.3,211.9
1303,716.1,40198.59,-434.3,210.6
1304,716.65,40244.67,-428.8,211.5
1305,717.2,40288.73,-423.2,212.4
1306,717.75,40330.07,-436,210.3
1307,718.3,40377.23,-434,210.6
1308,718.85,40425.42,-436.9,210.1
1309,719.4,40474.54,-436,210.3
1310,719.95,40523.64,-435.5,210.4
1311,720.5,40572.62,-436.9,210.1
1312,721.05,40621.89,-435.5,210.4
1313,721.6,40670.9,-435.9,210.3
1314,722.15,40720.94,-441.9,209.3
1315,722.7,40774.01,-443,209.1
1316,723.25,40828.71,-442.4,209.2
1317,723.8,40882.8,-436.8,210.2
1318,724.35,40933.57,-443.3,209.1
1319,724.9,40988.28,-434.7,210.5
1320,725.45,41036.64,-438.7,209.8
1321,726,41087.78,-434.2,210.6
1322,726.55,41135.74,-436.5,210.2
1323,727.1,41184.94,-430.9,211.1
1324,727.65,41231.25,-437.3,210.1
1325,728.2,41280.5,-434.2,210.6
1326,728.75,41328.59,-433.3,210.7
1327,729.3,41376.79,-439.6,209.7
1328,729.85,41428.01,-439,209.8
1329,730.4,41479.73,-438.3,209.9
1330,730.95,41530.12,-430.9,211.1
1331,731.5,41576.72,-433,210.8
1332,732.05,41623.11,-431.3,211.1
1333,732.6,41670.59,-439.1,209.8
1334,733.15,41721.42,-441.2,209.4
1335,733.7,41774.57,-440.2,209.6
1336,734.25,41827.58,-440.1,209.6
1337,734.8,41880.45,-440.8,209.5
1338,735.35,41933.61,-438.4,209.9
1339,735.9,41985.08,-436.7,210.2
1340,736.45,42035.56,-444.3,208.9
1341,737,42091.43,-436.8,210.2
1342,737.55,42141.84,-436,210.3
1343,738.1,42191.3,-434.5,210.5
1344,738.65,42239.66,-433.3,210.7
1345,739.2,42287.24,-439.4,209.7
1346,739.75,42339.34,-431.7,211
1347,740.3,42385.37,-426.5,211.9
1348,740.85,42429.02,-433.2,210.8
1349,741.4,42475.59,-433.4,210.7
1350,741.95,42523.38,-434.9,210.5
1351,742.5,42572.65,-439.4,209.7
1352,743.05,42622.15,-427.8,211.6
1353,743.6,42669.92,-441,209.5
1354,744.15,42719.98,-434.7,210.5
1355,744.7,42770.77,-440.4,209.6
1356,745.25,42822.2,-435.7,210.4
1357,745.8,42872.74,-437.3,210.1
1358,746.35,42923.95,-441.9,209.3
1359,746.9,42977.34,-438.2,209.9
1360,747.45,43029.64,-440.9,209.5
1361,748,43083.15,-440.5,209.6
1362,748.55,43136.67,-440.6,209.5
1363,749.1,43190.34,-442.5,209.2
1364,749.65,43245.52,-442.4,209.3
1365,750.2,43300,-437.4,210.1
1366,750.75,43352.32,-441.5,209.4
1367,751.3,43404.54,-433.2,210.8
1368,751.85,43454.32,-437.2,210.1
1369,752.4,43504.62,-438.3,209.9
1370,752.95,43555.25,-433.3,210.8
1371,753.5,43603.91,-433.4,210.7
1372,754.05,43651.94,-434.7,210.5
1373,754.6,43701.25,-438.9,209.8
1374,755.15,43751.54,-430.8,211.2
1375,755.7,43799.93,-439.3,209.8
1376,756.25,43850.46,-433.8,210.7
1377,756.8,43899.79,-435.8,210.3
1378,757.35,43948.86,-432.6,210.9
1379,757.9,43996.14,-428.6,211.5
1380,758.45,44041.03,-430.5,211.2
1381,759,44086.7,-430.2,211.3
1382,759.55,44132.33,-431.3,211.1
1383,760.1,44178.16,-427.8,211.7
1384,760.65,44222.64,-429.1,211.5
1385,761.2,44267.99,-433.2,210.8
1386,761.75,44314.2,-429.1,211.5
1387,762.3,44361.22,-436.4,210.2
1388,762.85,44410.03,-435.8,210.3
1389,763.4,44458.32,-426.9,211.8
1390,763.95,44503.77,-429.7,211.4
1391,764.5,44548.91,-432.3,210.9
1392,765.05,44596.15,-435.6,210.4
1393,765.6,44645.71,-436.6,210.2
1394,766.15,44695.8,-432.4,210.9
1395,766.7,44743.7,-433.6,210.7
1396,767.25,44791.96,-435.1,210.5
1397,767.8,44841.17,-431.5,211.1
1398,768.35,44888.11,-438.8,209.9
1399,768.9,44940.68,-440.4,209.6
1400,769.45,44994,-434.5,210.6
1401,770,45043.59,-434.5,210.6
1402,770.55,45093.04,-439.8,209.7
1403,771.1,45146.11,-440,209.7
1404,771.65,45199.3,-437.2,210.1
1405,772.2,45251.59,-441,209.5
1406,772.75,45305.54,-441.1,209.5
1407,773.3,45359.75,-439.1,209.8
1408,773.85,45412.66,-437.1,210.1
